"correct_answer","Answer.time_in_minutes","utterance","correct_color","correct_material","workerid","rt","response","feature_type","feature","item","slide_number_in_experiment","object","label","speaker_cond"
"",3.13151666666667,"bot_check","","",121,0,"Jessica","","","","1","Jessica","","list24"
"['no']",3.13151666666667,"","['silver']","['metal']",121,NA,"[2640, 'yes']","['material']","['glass']","['ball']","practice_trial","","ball_metal_original","list24"
"['yes']",3.13151666666667,"","['yellow']","['wood']",121,NA,"[2783, 'yes']","['color']","['yellow']","['door']","practice_trial","","door_wood_yellow","list24"
"['no']",3.13151666666667,"","['blue']","['metal']",121,NA,"[2970, 'no']","['color']","['red']","['bag']","practice_trial","","ruler_metal_blue","list24"
"['yes']",3.13151666666667,"","['red']","['plastic']",121,NA,"[2323, 'yes']","['material']","['plastic']","['ball']","practice_trial","","ball_plastic_red","list24"
"['yes']",3.13151666666667,"","['silver']","['metal']",121,NA,"[1738, 'yes']","['material']","['metal']","['pitcher']","experimental_trial","","pitcher_metal_original","list24"
"['no']",3.13151666666667,"","['green']","['plastic']",121,NA,"[1517, 'no']","['color']","['blue']","['plate']","experimental_trial","","plate_plastic_green","list24"
"['yes']",3.13151666666667,"","['blue']","['paper']",121,NA,"[1596, 'yes']","['color']","['blue']","['plate']","experimental_trial","","plate_paper_blue","list24"
"['yes']",3.13151666666667,"","['purple']","['metal']",121,NA,"[1594, 'yes']","['color']","['purple']","['chair']","experimental_trial","","chair_metal_purple","list24"
"['yes']",3.13151666666667,"","['blue']","['metal']",121,NA,"[1662, 'yes']","['material']","['metal']","['spoon']","experimental_trial","","spoon_metal_blue","list24"
"['no']",3.13151666666667,"","['green']","['metal']",121,NA,"[1760, 'no']","['color']","['red']","['spoon']","experimental_trial","","spoon_metal_green","list24"
"['yes']",3.13151666666667,"","['black']","['leather']",121,NA,"[1870, 'yes']","['color']","['black']","['boot']","experimental_trial","","boot_leather_original","list24"
"['no']",3.13151666666667,"","['green']","['leather']",121,NA,"[1418, 'no']","['color']","['red']","['boot']","experimental_trial","","boot_leather_green","list24"
"['no']",3.13151666666667,"","['green']","['glass']",121,NA,"[1892, 'no']","['material']","['plastic']","['bottle']","experimental_trial","","bottle_glass_green","list24"
"['yes']",3.13151666666667,"","['brown']","['wood']",121,NA,"[1681, 'yes']","['color']","['brown']","['spoon']","experimental_trial","","spoon_wood_original","list24"
"['yes']",3.13151666666667,"","['green']","['metal']",121,NA,"[1684, 'yes']","['material']","['metal']","['bowl']","experimental_trial","","bowl_metal_green","list24"
"['yes']",3.13151666666667,"","['purple']","['plastic']",121,NA,"[1429, 'yes']","['color']","['purple']","['chair']","experimental_trial","","chair_plastic_purple","list24"
"['no']",3.13151666666667,"","['blue']","['metal']",121,NA,"[1640, 'no']","['material']","['paper']","['cup']","experimental_trial","","cup_metal_blue","list24"
"['yes']",3.13151666666667,"","['green']","['wood']",121,NA,"[1847, 'yes']","['color']","['green']","['table']","experimental_trial","","table_wood_green","list24"
"['no']",3.13151666666667,"","['green']","['plastic']",121,NA,"[1605, 'yes']","['material']","['metal']","['bottle']","experimental_trial","","bottle_plastic_green","list24"
"['no']",3.13151666666667,"","['pink']","['plastic']",121,NA,"[1838, 'no']","['color']","['white']","['plate']","experimental_trial","","plate_plastic_pink","list24"
"['no']",3.13151666666667,"","['silver']","['metal']",121,NA,"[1673, 'no']","['color']","['red']","['cup']","experimental_trial","","cup_metal_original","list24"
"['no']",3.13151666666667,"","['blue']","['plastic']",121,NA,"[1681, 'no']","['color']","['black']","['bottle']","experimental_trial","","bottle_plastic_blue","list24"
"['no']",3.13151666666667,"","['silver']","['metal']",121,NA,"[1584, 'no']","['color']","['purple']","['table']","experimental_trial","","table_metal_original","list24"
"['yes']",3.13151666666667,"","['green']","['cardboard']",121,NA,"[1541, 'yes']","['color']","['green']","['box']","experimental_trial","","box_cardboard_green","list24"
"['yes']",3.13151666666667,"","['brown']","['wood']",121,NA,"[1506, 'yes']","['material']","['wood']","['chair']","experimental_trial","","chair_wood_original","list24"
"['yes']",3.13151666666667,"","['brown']","['wood']",121,NA,"[1519, 'yes']","['material']","['wood']","['table']","experimental_trial","","table_wood_original","list24"
"['yes']",3.13151666666667,"","['green']","['wood']",121,NA,"[1441, 'yes']","['color']","['green']","['box']","experimental_trial","","box_wood_green","list24"
"['no']",3.13151666666667,"","['brown']","['paper']",121,NA,"[1562, 'no']","['color']","['blue']","['bag']","experimental_trial","","bag_paper_original","list24"
"['no']",3.13151666666667,"","['blue']","['wood']",121,NA,"[1814, 'no']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_blue","list24"
"['no']",3.13151666666667,"","['brown']","['metal']",121,NA,"[1595, 'no']","['material']","['wood']","['chair']","experimental_trial","","chair_metal_original","list24"
"['no']",3.13151666666667,"","['blue']","['metal']",121,NA,"[1716, 'no']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_metal_blue","list24"
"['no']",3.13151666666667,"","['green']","['wood']",121,NA,"[1881, 'no']","['material']","['metal']","['spoon']","experimental_trial","","spoon_wood_green","list24"
"['no']",3.13151666666667,"","['purple']","['denim']",121,NA,"[2486, 'no']","['material']","['canvas']","['jacket']","experimental_trial","","jacket_denim_purple","list24"
"['yes']",3.13151666666667,"","['clear']","['glass']",121,NA,"[1706, 'yes']","['material']","['glass']","['bottle']","experimental_trial","","bottle_glass_original","list24"
"['yes']",3.13151666666667,"","['black']","['leather']",121,NA,"[1539, 'yes']","['color']","['black']","['jacket']","experimental_trial","","jacket_leather_original","list24"
"['yes']",3.13151666666667,"","['white']","['plastic']",121,NA,"[1650, 'yes']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_plastic_original","list24"
"['no']",3.13151666666667,"","['blue']","['plastic']",121,NA,"[1605, 'no']","['color']","['green']","['spoon']","experimental_trial","","spoon_plastic_blue","list24"
"['no']",3.13151666666667,"","['green']","['plastic']",121,NA,"[1595, 'no']","['material']","['metal']","['cup']","experimental_trial","","cup_plastic_green","list24"
"['no']",3.13151666666667,"","['green']","['metal']",121,NA,"[1881, 'no']","['color']","['black']","['pitcher']","experimental_trial","","pitcher_metal_green","list24"
"['no']",3.13151666666667,"","['purple']","['leather']",121,NA,"[2013, 'no']","['material']","['denim']","['jacket']","experimental_trial","","jacket_leather_purple","list24"
"['yes']",3.13151666666667,"","['brown']","['leather']",121,NA,"[2013, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_leather_brown","list24"
"['no']",3.13151666666667,"","['green']","['glass']",121,NA,"[3432, 'no']","['material']","['plastic']","['bowl']","experimental_trial","","bowl_glass_green","list24"
"['yes']",3.13151666666667,"","['green']","['plastic']",121,NA,"[1827, 'yes']","['color']","['green']","['spoon']","experimental_trial","","spoon_plastic_green","list24"
"['yes']",3.13151666666667,"","['blue']","['glass']",121,NA,"[1407, 'yes']","['color']","['blue']","['bottle']","experimental_trial","","bottle_glass_blue","list24"
"['no']",3.13151666666667,"","['white']","['paper']",121,NA,"[1583, 'no']","['color']","['green']","['plate']","experimental_trial","","plate_paper_original","list24"
"['yes']",3.13151666666667,"","['green']","['rubber']",121,NA,"[1782, 'yes']","['material']","['rubber']","['boot']","experimental_trial","","boot_rubber_original","list24"
"['yes']",3.13151666666667,"","['blue']","['glass']",121,NA,"[1562, 'yes']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_glass_blue","list24"
"['yes']",3.13151666666667,"","['blue']","['metal']",121,NA,"[2146, 'no']","['color']","['blue']","['bowl']","experimental_trial","","bowl_metal_blue","list24"
"['no']",3.13151666666667,"","['blue']","['paper']",121,NA,"[1792, 'no']","['material']","['canvas']","['bag']","experimental_trial","","bag_paper_blue","list24"
"['yes']",3.13151666666667,"","['blue']","['wood']",121,NA,"[1385, 'yes']","['material']","['wood']","['table']","experimental_trial","","table_wood_blue","list24"
"['no']",3.13151666666667,"","['green']","['plastic']",121,NA,"[1848, 'no']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_plastic_green","list24"
"['no']",3.13151666666667,"","['silver']","['metal']",121,NA,"[1463, 'no']","['material']","['wood']","['spoon']","experimental_trial","","spoon_metal_original","list24"
"['no']",3.13151666666667,"","['blue']","['plastic']",121,NA,"[1474, 'no']","['material']","['metal']","['chair']","experimental_trial","","chair_plastic_original","list24"
"['no']",3.13151666666667,"","['silver']","['metal']",121,NA,"[1452, 'no']","['material']","['plastic']","['bowl']","experimental_trial","","bowl_metal_original","list24"
"['yes']",3.13151666666667,"","['brown']","['wood']",121,NA,"[1331, 'yes']","['material']","['wood']","['box']","experimental_trial","","box_wood_original","list24"
"['no']",3.13151666666667,"","['clear']","['plastic']",121,NA,"[1892, 'no']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_plastic_original","list24"
"['no']",3.13151666666667,"","['green']","['metal']",121,NA,"[1352, 'no']","['color']","['white']","['chair']","experimental_trial","","chair_metal_green","list24"
"['no']",3.13151666666667,"","['green']","['rubber']",121,NA,"[1387, 'no']","['color']","['purple']","['boot']","experimental_trial","","boot_rubber_green","list24"
"['no']",3.13151666666667,"","['green']","['metal']",121,NA,"[2012, 'no']","['material']","['plastic']","['table']","experimental_trial","","table_metal_green","list24"
"['yes']",3.13151666666667,"","['blue']","['plastic']",121,NA,"[1669, 'yes']","['material']","['plastic']","['bag']","experimental_trial","","bag_plastic_blue","list24"
"['no']",3.13151666666667,"","['green']","['glass']",121,NA,"[1575, 'no']","['color']","['white']","['pitcher']","experimental_trial","","pitcher_glass_green","list24"
"['yes']",3.13151666666667,"","['clear']","['glass']",121,NA,"[1541, 'yes']","['color']","['clear']","['pitcher']","experimental_trial","","pitcher_glass_original","list24"
"['no']",3.13151666666667,"","['purple']","['wood']",121,NA,"[1650, 'no']","['material']","['plastic']","['chair']","experimental_trial","","chair_wood_purple","list24"
"['yes']",3.13151666666667,"","['green']","['paper']",121,NA,"[1495, 'yes']","['material']","['paper']","['plate']","experimental_trial","","plate_paper_green","list24"
"['yes']",3.13151666666667,"","['brown']","['cardboard']",121,NA,"[1463, 'yes']","['material']","['cardboard']","['box']","experimental_trial","","box_cardboard_original","list24"
"['no']",3.13151666666667,"","['green']","['denim']",121,NA,"[1485, 'no']","['color']","['purple']","['jacket']","experimental_trial","","jacket_denim_green","list24"
"['yes']",3.13151666666667,"","['green']","['leather']",121,NA,"[2015, 'yes']","['material']","['leather']","['jacket']","experimental_trial","","jacket_leather_green","list24"
"['yes']",3.13151666666667,"","['blue']","['plastic']",121,NA,"[1230, 'yes']","['color']","['blue']","['cup']","experimental_trial","","cup_plastic_blue","list24"
"['no']",3.13151666666667,"","['blue']","['glass']",121,NA,"[1649, 'no']","['color']","['red']","['bowl']","experimental_trial","","bowl_glass_blue","list24"
"['no']",3.13151666666667,"","['green']","['plastic']",121,NA,"[2036, 'yes']","['material']","['paper']","['bag']","experimental_trial","","bag_plastic_green","list24"
"['yes']",3.13151666666667,"","['clear']","['plastic']",121,NA,"[1584, 'yes']","['color']","['clear']","['bottle']","experimental_trial","","bottle_plastic_original","list24"
"['no']",3.13151666666667,"","['green']","['wood']",121,NA,"[1615, 'no']","['color']","['blue']","['chair']","experimental_trial","","chair_wood_green","list24"
"['yes']",3.13151666666667,"","['green']","['paper']",121,NA,"[1617, 'yes']","['color']","['green']","['bag']","experimental_trial","","bag_paper_green","list24"
"['yes']",3.13151666666667,"","['blue']","['plastic']",121,NA,"[1242, 'yes']","['color']","['blue']","['plate']","experimental_trial","","plate_plastic_original","list24"
"['yes']",3.13151666666667,"","['blue']","['denim']",121,NA,"[1463, 'yes']","['color']","['blue']","['jacket']","experimental_trial","","jacket_denim_original","list24"
"['yes']",3.13151666666667,"","['blue']","['metal']",121,NA,"[2342, 'yes']","['material']","['metal']","['table']","experimental_trial","","table_metal_blue","list24"
"['no']",3.13151666666667,"","['blue']","['wood']",121,NA,"[1487, 'no']","['material']","['metal']","['box']","experimental_trial","","box_wood_blue","list24"
"['yes']",3.13151666666667,"","['clear']","['plastic']",121,NA,"[1725, 'yes']","['material']","['plastic']","['cup']","experimental_trial","","cup_plastic_original","list24"
"['no']",3.13151666666667,"","['blue']","['cardboard']",121,NA,"[1341, 'no']","['color']","['red']","['box']","experimental_trial","","box_cardboard_blue","list24"
"['yes']",3.13151666666667,"","['green']","['metal']",121,NA,"[1518, 'yes']","['material']","['metal']","['cup']","experimental_trial","","cup_metal_green","list24"
"['yes']",3.13151666666667,"","['blue']","['plastic']",121,NA,"[1330, 'yes']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_plastic_blue","list24"
"['yes']",3.13151666666667,"","['white']","['plastic']",121,NA,"[1717, 'yes']","['color']","['white']","['bag']","experimental_trial","","bag_plastic_original","list24"
"['yes']",3.13151666666667,"","['clear']","['glass']",121,NA,"[1539, 'yes']","['material']","['glass']","['bowl']","experimental_trial","","bowl_glass_original","list24"
"['yes']",3.13151666666667,"","['green']","['plastic']",121,NA,"[1420, 'yes']","['material']","['plastic']","['chair']","experimental_trial","","chair_plastic_green","list24"
"['no']",3.13151666666667,"","['brown']","['rubber']",121,NA,"[1660, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_rubber_brown","list24"
"",1.3588,"bot_check","","",122,0,"barbara","","","","1","Barbara","","list24"
"['no']",1.3588,"","['silver']","['metal']",122,NA,"[555, 'yes']","['material']","['glass']","['ball']","practice_trial","","ball_metal_original","list24"
"['yes']",1.3588,"","['yellow']","['wood']",122,NA,"[522, 'yes']","['color']","['yellow']","['door']","practice_trial","","door_wood_yellow","list24"
"['no']",1.3588,"","['blue']","['metal']",122,NA,"[509, 'no']","['color']","['red']","['bag']","practice_trial","","ruler_metal_blue","list24"
"['yes']",1.3588,"","['red']","['plastic']",122,NA,"[825, 'yes']","['material']","['plastic']","['ball']","practice_trial","","ball_plastic_red","list24"
"['yes']",1.3588,"","['clear']","['plastic']",122,NA,"[477, 'no']","['color']","['clear']","['bottle']","experimental_trial","","bottle_plastic_original","list24"
"['no']",1.3588,"","['blue']","['metal']",122,NA,"[766, 'yes']","['material']","['paper']","['cup']","experimental_trial","","cup_metal_blue","list24"
"['no']",1.3588,"","['brown']","['rubber']",122,NA,"[524, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_rubber_brown","list24"
"['no']",1.3588,"","['blue']","['metal']",122,NA,"[586, 'no']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_metal_blue","list24"
"['no']",1.3588,"","['pink']","['plastic']",122,NA,"[584, 'yes']","['color']","['white']","['plate']","experimental_trial","","plate_plastic_pink","list24"
"['yes']",1.3588,"","['clear']","['glass']",122,NA,"[480, 'yes']","['color']","['clear']","['pitcher']","experimental_trial","","pitcher_glass_original","list24"
"['yes']",1.3588,"","['green']","['cardboard']",122,NA,"[556, 'yes']","['color']","['green']","['box']","experimental_trial","","box_cardboard_green","list24"
"['yes']",1.3588,"","['blue']","['glass']",122,NA,"[584, 'no']","['color']","['blue']","['bottle']","experimental_trial","","bottle_glass_blue","list24"
"['yes']",1.3588,"","['green']","['wood']",122,NA,"[733, 'yes']","['color']","['green']","['table']","experimental_trial","","table_wood_green","list24"
"['no']",1.3588,"","['blue']","['cardboard']",122,NA,"[540, 'yes']","['color']","['red']","['box']","experimental_trial","","box_cardboard_blue","list24"
"['yes']",1.3588,"","['green']","['metal']",122,NA,"[782, 'yes']","['material']","['metal']","['cup']","experimental_trial","","cup_metal_green","list24"
"['yes']",1.3588,"","['green']","['wood']",122,NA,"[523, 'yes']","['color']","['green']","['box']","experimental_trial","","box_wood_green","list24"
"['no']",1.3588,"","['green']","['glass']",122,NA,"[570, 'no']","['color']","['white']","['pitcher']","experimental_trial","","pitcher_glass_green","list24"
"['yes']",1.3588,"","['brown']","['wood']",122,NA,"[674, 'yes']","['color']","['brown']","['spoon']","experimental_trial","","spoon_wood_original","list24"
"['yes']",1.3588,"","['brown']","['wood']",122,NA,"[797, 'yes']","['material']","['wood']","['chair']","experimental_trial","","chair_wood_original","list24"
"['no']",1.3588,"","['green']","['metal']",122,NA,"[491, 'yes']","['color']","['red']","['spoon']","experimental_trial","","spoon_metal_green","list24"
"['yes']",1.3588,"","['black']","['leather']",122,NA,"[495, 'yes']","['color']","['black']","['jacket']","experimental_trial","","jacket_leather_original","list24"
"['yes']",1.3588,"","['black']","['leather']",122,NA,"[524, 'yes']","['color']","['black']","['boot']","experimental_trial","","boot_leather_original","list24"
"['no']",1.3588,"","['green']","['metal']",122,NA,"[631, 'yes']","['color']","['black']","['pitcher']","experimental_trial","","pitcher_metal_green","list24"
"['no']",1.3588,"","['green']","['wood']",122,NA,"[778, 'yes']","['material']","['metal']","['spoon']","experimental_trial","","spoon_wood_green","list24"
"['yes']",1.3588,"","['blue']","['plastic']",122,NA,"[452, 'yes']","['color']","['blue']","['plate']","experimental_trial","","plate_plastic_original","list24"
"['yes']",1.3588,"","['blue']","['plastic']",122,NA,"[792, 'yes']","['material']","['plastic']","['bag']","experimental_trial","","bag_plastic_blue","list24"
"['no']",1.3588,"","['clear']","['plastic']",122,NA,"[465, 'yes']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_plastic_original","list24"
"['yes']",1.3588,"","['blue']","['glass']",122,NA,"[554, 'yes']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_glass_blue","list24"
"['no']",1.3588,"","['blue']","['wood']",122,NA,"[750, 'yes']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_blue","list24"
"['yes']",1.3588,"","['brown']","['leather']",122,NA,"[480, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_leather_brown","list24"
"['no']",1.3588,"","['blue']","['paper']",122,NA,"[690, 'no']","['material']","['canvas']","['bag']","experimental_trial","","bag_paper_blue","list24"
"['yes']",1.3588,"","['blue']","['paper']",122,NA,"[525, 'yes']","['color']","['blue']","['plate']","experimental_trial","","plate_paper_blue","list24"
"['yes']",1.3588,"","['green']","['metal']",122,NA,"[466, 'yes']","['material']","['metal']","['bowl']","experimental_trial","","bowl_metal_green","list24"
"['no']",1.3588,"","['blue']","['plastic']",122,NA,"[509, 'yes']","['color']","['green']","['spoon']","experimental_trial","","spoon_plastic_blue","list24"
"['yes']",1.3588,"","['purple']","['metal']",122,NA,"[510, 'yes']","['color']","['purple']","['chair']","experimental_trial","","chair_metal_purple","list24"
"['yes']",1.3588,"","['blue']","['metal']",122,NA,"[711, 'no']","['color']","['blue']","['bowl']","experimental_trial","","bowl_metal_blue","list24"
"['yes']",1.3588,"","['clear']","['glass']",122,NA,"[772, 'yes']","['material']","['glass']","['bowl']","experimental_trial","","bowl_glass_original","list24"
"['yes']",1.3588,"","['green']","['plastic']",122,NA,"[525, 'yes']","['material']","['plastic']","['chair']","experimental_trial","","chair_plastic_green","list24"
"['yes']",1.3588,"","['blue']","['plastic']",122,NA,"[556, 'no']","['color']","['blue']","['cup']","experimental_trial","","cup_plastic_blue","list24"
"['yes']",1.3588,"","['blue']","['plastic']",122,NA,"[689, 'yes']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_plastic_blue","list24"
"['yes']",1.3588,"","['green']","['leather']",122,NA,"[900, 'no']","['material']","['leather']","['jacket']","experimental_trial","","jacket_leather_green","list24"
"['no']",1.3588,"","['purple']","['wood']",122,NA,"[734, 'yes']","['material']","['plastic']","['chair']","experimental_trial","","chair_wood_purple","list24"
"['yes']",1.3588,"","['clear']","['plastic']",122,NA,"[586, 'yes']","['material']","['plastic']","['cup']","experimental_trial","","cup_plastic_original","list24"
"['no']",1.3588,"","['green']","['leather']",122,NA,"[782, 'yes']","['color']","['red']","['boot']","experimental_trial","","boot_leather_green","list24"
"['yes']",1.3588,"","['clear']","['glass']",122,NA,"[462, 'no']","['material']","['glass']","['bottle']","experimental_trial","","bottle_glass_original","list24"
"['no']",1.3588,"","['green']","['plastic']",122,NA,"[645, 'no']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_plastic_green","list24"
"['yes']",1.3588,"","['purple']","['plastic']",122,NA,"[734, 'yes']","['color']","['purple']","['chair']","experimental_trial","","chair_plastic_purple","list24"
"['no']",1.3588,"","['blue']","['wood']",122,NA,"[513, 'no']","['material']","['metal']","['box']","experimental_trial","","box_wood_blue","list24"
"['no']",1.3588,"","['green']","['metal']",122,NA,"[656, 'no']","['color']","['white']","['chair']","experimental_trial","","chair_metal_green","list24"
"['no']",1.3588,"","['green']","['metal']",122,NA,"[662, 'yes']","['material']","['plastic']","['table']","experimental_trial","","table_metal_green","list24"
"['yes']",1.3588,"","['blue']","['wood']",122,NA,"[734, 'yes']","['material']","['wood']","['table']","experimental_trial","","table_wood_blue","list24"
"['no']",1.3588,"","['silver']","['metal']",122,NA,"[495, 'yes']","['material']","['plastic']","['bowl']","experimental_trial","","bowl_metal_original","list24"
"['no']",1.3588,"","['green']","['glass']",122,NA,"[496, 'yes']","['material']","['plastic']","['bottle']","experimental_trial","","bottle_glass_green","list24"
"['no']",1.3588,"","['brown']","['paper']",122,NA,"[526, 'yes']","['color']","['blue']","['bag']","experimental_trial","","bag_paper_original","list24"
"['no']",1.3588,"","['green']","['plastic']",122,NA,"[792, 'yes']","['material']","['metal']","['cup']","experimental_trial","","cup_plastic_green","list24"
"['no']",1.3588,"","['silver']","['metal']",122,NA,"[449, 'yes']","['color']","['purple']","['table']","experimental_trial","","table_metal_original","list24"
"['yes']",1.3588,"","['green']","['plastic']",122,NA,"[823, 'no']","['color']","['green']","['spoon']","experimental_trial","","spoon_plastic_green","list24"
"['no']",1.3588,"","['purple']","['denim']",122,NA,"[529, 'yes']","['material']","['canvas']","['jacket']","experimental_trial","","jacket_denim_purple","list24"
"['yes']",1.3588,"","['blue']","['denim']",122,NA,"[678, 'yes']","['color']","['blue']","['jacket']","experimental_trial","","jacket_denim_original","list24"
"['no']",1.3588,"","['green']","['plastic']",122,NA,"[513, 'no']","['material']","['paper']","['bag']","experimental_trial","","bag_plastic_green","list24"
"['no']",1.3588,"","['green']","['glass']",122,NA,"[563, 'yes']","['material']","['plastic']","['bowl']","experimental_trial","","bowl_glass_green","list24"
"['no']",1.3588,"","['white']","['paper']",122,NA,"[687, 'yes']","['color']","['green']","['plate']","experimental_trial","","plate_paper_original","list24"
"['no']",1.3588,"","['blue']","['plastic']",122,NA,"[780, 'yes']","['color']","['black']","['bottle']","experimental_trial","","bottle_plastic_blue","list24"
"['yes']",1.3588,"","['blue']","['metal']",122,NA,"[703, 'yes']","['material']","['metal']","['spoon']","experimental_trial","","spoon_metal_blue","list24"
"['no']",1.3588,"","['green']","['rubber']",122,NA,"[766, 'yes']","['color']","['purple']","['boot']","experimental_trial","","boot_rubber_green","list24"
"['no']",1.3588,"","['green']","['wood']",122,NA,"[824, 'yes']","['color']","['blue']","['chair']","experimental_trial","","chair_wood_green","list24"
"['no']",1.3588,"","['silver']","['metal']",122,NA,"[570, 'yes']","['color']","['red']","['cup']","experimental_trial","","cup_metal_original","list24"
"['yes']",1.3588,"","['green']","['rubber']",122,NA,"[1140, 'yes']","['material']","['rubber']","['boot']","experimental_trial","","boot_rubber_original","list24"
"['yes']",1.3588,"","['white']","['plastic']",122,NA,"[718, 'no']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_plastic_original","list24"
"['yes']",1.3588,"","['brown']","['cardboard']",122,NA,"[509, 'yes']","['material']","['cardboard']","['box']","experimental_trial","","box_cardboard_original","list24"
"['no']",1.3588,"","['green']","['denim']",122,NA,"[705, 'yes']","['color']","['purple']","['jacket']","experimental_trial","","jacket_denim_green","list24"
"['no']",1.3588,"","['silver']","['metal']",122,NA,"[885, 'no']","['material']","['wood']","['spoon']","experimental_trial","","spoon_metal_original","list24"
"['yes']",1.3588,"","['silver']","['metal']",122,NA,"[826, 'yes']","['material']","['metal']","['pitcher']","experimental_trial","","pitcher_metal_original","list24"
"['yes']",1.3588,"","['brown']","['wood']",122,NA,"[734, 'yes']","['material']","['wood']","['box']","experimental_trial","","box_wood_original","list24"
"['yes']",1.3588,"","['green']","['paper']",122,NA,"[689, 'yes']","['material']","['paper']","['plate']","experimental_trial","","plate_paper_green","list24"
"['no']",1.3588,"","['green']","['plastic']",122,NA,"[736, 'no']","['color']","['blue']","['plate']","experimental_trial","","plate_plastic_green","list24"
"['no']",1.3588,"","['green']","['plastic']",122,NA,"[676, 'no']","['material']","['metal']","['bottle']","experimental_trial","","bottle_plastic_green","list24"
"['yes']",1.3588,"","['brown']","['wood']",122,NA,"[524, 'no']","['material']","['wood']","['table']","experimental_trial","","table_wood_original","list24"
"['no']",1.3588,"","['blue']","['glass']",122,NA,"[508, 'yes']","['color']","['red']","['bowl']","experimental_trial","","bowl_glass_blue","list24"
"['no']",1.3588,"","['brown']","['metal']",122,NA,"[719, 'yes']","['material']","['wood']","['chair']","experimental_trial","","chair_metal_original","list24"
"['yes']",1.3588,"","['white']","['plastic']",122,NA,"[705, 'yes']","['color']","['white']","['bag']","experimental_trial","","bag_plastic_original","list24"
"['yes']",1.3588,"","['green']","['paper']",122,NA,"[720, 'yes']","['color']","['green']","['bag']","experimental_trial","","bag_paper_green","list24"
"['no']",1.3588,"","['blue']","['plastic']",122,NA,"[705, 'yes']","['material']","['metal']","['chair']","experimental_trial","","chair_plastic_original","list24"
"['no']",1.3588,"","['purple']","['leather']",122,NA,"[721, 'yes']","['material']","['denim']","['jacket']","experimental_trial","","jacket_leather_purple","list24"
"['yes']",1.3588,"","['blue']","['metal']",122,NA,"[679, 'yes']","['material']","['metal']","['table']","experimental_trial","","table_metal_blue","list24"
"",4.40753333333333,"bot_check","","",123,0,"Elizabeth","","","","1","Elizabeth","","list24"
"['no']",4.40753333333333,"","['silver']","['metal']",123,NA,"[1959, 'yes']","['material']","['glass']","['ball']","practice_trial","","ball_metal_original","list24"
"['yes']",4.40753333333333,"","['yellow']","['wood']",123,NA,"[2413, 'yes']","['color']","['yellow']","['door']","practice_trial","","door_wood_yellow","list24"
"['no']",4.40753333333333,"","['blue']","['metal']",123,NA,"[2572, 'no']","['color']","['red']","['bag']","practice_trial","","ruler_metal_blue","list24"
"['yes']",4.40753333333333,"","['red']","['plastic']",123,NA,"[2606, 'yes']","['material']","['plastic']","['ball']","practice_trial","","ball_plastic_red","list24"
"['yes']",4.40753333333333,"","['brown']","['wood']",123,NA,"[2284, 'yes']","['material']","['wood']","['table']","experimental_trial","","table_wood_original","list24"
"['yes']",4.40753333333333,"","['white']","['plastic']",123,NA,"[2623, 'yes']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_plastic_original","list24"
"['no']",4.40753333333333,"","['green']","['glass']",123,NA,"[2263, 'no']","['material']","['plastic']","['bottle']","experimental_trial","","bottle_glass_green","list24"
"['yes']",4.40753333333333,"","['blue']","['metal']",123,NA,"[2132, 'yes']","['color']","['blue']","['bowl']","experimental_trial","","bowl_metal_blue","list24"
"['no']",4.40753333333333,"","['green']","['metal']",123,NA,"[2193, 'yes']","['color']","['black']","['pitcher']","experimental_trial","","pitcher_metal_green","list24"
"['no']",4.40753333333333,"","['green']","['rubber']",123,NA,"[2345, 'no']","['color']","['purple']","['boot']","experimental_trial","","boot_rubber_green","list24"
"['no']",4.40753333333333,"","['green']","['plastic']",123,NA,"[2364, 'no']","['material']","['paper']","['bag']","experimental_trial","","bag_plastic_green","list24"
"['no']",4.40753333333333,"","['green']","['glass']",123,NA,"[2316, 'no']","['material']","['plastic']","['bowl']","experimental_trial","","bowl_glass_green","list24"
"['yes']",4.40753333333333,"","['purple']","['metal']",123,NA,"[2161, 'yes']","['color']","['purple']","['chair']","experimental_trial","","chair_metal_purple","list24"
"['yes']",4.40753333333333,"","['green']","['metal']",123,NA,"[2514, 'yes']","['material']","['metal']","['bowl']","experimental_trial","","bowl_metal_green","list24"
