"correct_answer","Answer.time_in_minutes","utterance","correct_color","correct_material","workerid","rt","response","feature_type","feature","item","slide_number_in_experiment","object","label","speaker_cond"
"['yes']",5.34595,"","['clear']","['plastic']",33,NA,"[2794, 'yes']","['color']","['clear']","['bottle']","experimental_trial","","bottle_plastic_original","list4"
"['no']",5.34595,"","['blue']","['plastic']",33,NA,"[2148, 'no']","['material']","['metal']","['chair']","experimental_trial","","chair_plastic_original","list4"
"['no']",5.34595,"","['purple']","['wood']",33,NA,"[2937, 'no']","['material']","['plastic']","['chair']","experimental_trial","","chair_wood_purple","list4"
"['yes']",5.34595,"","['white']","['plastic']",33,NA,"[2282, 'yes']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_plastic_original","list4"
"['yes']",5.34595,"","['blue']","['glass']",33,NA,"[2510, 'yes']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_glass_blue","list4"
"['yes']",5.34595,"","['green']","['paper']",33,NA,"[2551, 'yes']","['material']","['paper']","['plate']","experimental_trial","","plate_paper_green","list4"
"['yes']",5.34595,"","['brown']","['leather']",33,NA,"[2327, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_leather_brown","list4"
"['yes']",5.34595,"","['green']","['leather']",33,NA,"[2032, 'yes']","['material']","['leather']","['jacket']","experimental_trial","","jacket_leather_green","list4"
"['no']",5.34595,"","['green']","['glass']",33,NA,"[2071, 'no']","['material']","['plastic']","['bottle']","experimental_trial","","bottle_glass_green","list4"
"['yes']",5.34595,"","['green']","['wood']",33,NA,"[4601, 'yes']","['color']","['green']","['table']","experimental_trial","","table_wood_green","list4"
"['yes']",5.34595,"","['purple']","['plastic']",33,NA,"[2863, 'yes']","['color']","['purple']","['chair']","experimental_trial","","chair_plastic_purple","list4"
"['yes']",5.34595,"","['brown']","['cardboard']",33,NA,"[2105, 'yes']","['material']","['cardboard']","['box']","experimental_trial","","box_cardboard_original","list4"
"['no']",5.34595,"","['blue']","['wood']",33,NA,"[4846, 'no']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_blue","list4"
"['yes']",5.34595,"","['green']","['metal']",33,NA,"[2957, 'yes']","['material']","['metal']","['cup']","experimental_trial","","cup_metal_green","list4"
"['no']",5.34595,"","['purple']","['leather']",33,NA,"[3369, 'no']","['material']","['denim']","['jacket']","experimental_trial","","jacket_leather_purple","list4"
"['yes']",5.34595,"","['blue']","['glass']",33,NA,"[2560, 'yes']","['color']","['blue']","['bottle']","experimental_trial","","bottle_glass_blue","list4"
"['yes']",5.34595,"","['black']","['leather']",33,NA,"[3328, 'yes']","['color']","['black']","['jacket']","experimental_trial","","jacket_leather_original","list4"
"['yes']",5.34595,"","['blue']","['metal']",33,NA,"[9111, 'no']","['color']","['blue']","['bowl']","experimental_trial","","bowl_metal_blue","list4"
"['no']",5.34595,"","['green']","['plastic']",33,NA,"[2720, 'no']","['material']","['paper']","['bag']","experimental_trial","","bag_plastic_green","list4"
"['yes']",5.34595,"","['blue']","['plastic']",33,NA,"[1639, 'yes']","['color']","['blue']","['plate']","experimental_trial","","plate_plastic_original","list4"
"['no']",5.34595,"","['silver']","['metal']",33,NA,"[3402, 'no']","['color']","['purple']","['table']","experimental_trial","","table_metal_original","list4"
"['yes']",5.34595,"","['blue']","['wood']",33,NA,"[1998, 'yes']","['material']","['wood']","['table']","experimental_trial","","table_wood_blue","list4"
"['no']",5.34595,"","['green']","['leather']",33,NA,"[3500, 'no']","['color']","['red']","['boot']","experimental_trial","","boot_leather_green","list4"
"['yes']",5.34595,"","['green']","['paper']",33,NA,"[2964, 'yes']","['color']","['green']","['bag']","experimental_trial","","bag_paper_green","list4"
"['no']",5.34595,"","['blue']","['glass']",33,NA,"[2289, 'no']","['color']","['red']","['bowl']","experimental_trial","","bowl_glass_blue","list4"
"['no']",5.34595,"","['pink']","['plastic']",33,NA,"[1519, 'no']","['color']","['white']","['plate']","experimental_trial","","plate_plastic_pink","list4"
"['yes']",5.34595,"","['green']","['wood']",33,NA,"[2015, 'yes']","['color']","['green']","['box']","experimental_trial","","box_wood_green","list4"
"['no']",5.34595,"","['green']","['metal']",33,NA,"[2225, 'no']","['material']","['plastic']","['table']","experimental_trial","","table_metal_green","list4"
"['no']",5.34595,"","['blue']","['wood']",33,NA,"[2351, 'no']","['material']","['metal']","['box']","experimental_trial","","box_wood_blue","list4"
"['yes']",5.34595,"","['black']","['leather']",33,NA,"[1896, 'yes']","['color']","['black']","['boot']","experimental_trial","","boot_leather_original","list4"
"['no']",5.34595,"","['green']","['plastic']",33,NA,"[2177, 'no']","['material']","['metal']","['cup']","experimental_trial","","cup_plastic_green","list4"
"['yes']",5.34595,"","['blue']","['plastic']",33,NA,"[2175, 'yes']","['material']","['plastic']","['bag']","experimental_trial","","bag_plastic_blue","list4"
"['no']",5.34595,"","['green']","['glass']",33,NA,"[3772, 'no']","['color']","['white']","['pitcher']","experimental_trial","","pitcher_glass_green","list4"
"['no']",5.34595,"","['green']","['denim']",33,NA,"[2173, 'no']","['color']","['purple']","['jacket']","experimental_trial","","jacket_denim_green","list4"
"['yes']",5.34595,"","['green']","['cardboard']",33,NA,"[3135, 'yes']","['color']","['green']","['box']","experimental_trial","","box_cardboard_green","list4"
"['yes']",5.34595,"","['silver']","['metal']",33,NA,"[2879, 'yes']","['material']","['metal']","['pitcher']","experimental_trial","","pitcher_metal_original","list4"
"['yes']",5.34595,"","['blue']","['metal']",33,NA,"[2088, 'yes']","['material']","['metal']","['spoon']","experimental_trial","","spoon_metal_blue","list4"
"['yes']",5.34595,"","['green']","['plastic']",33,NA,"[2391, 'yes']","['material']","['plastic']","['chair']","experimental_trial","","chair_plastic_green","list4"
"['yes']",5.34595,"","['clear']","['glass']",33,NA,"[1798, 'yes']","['material']","['glass']","['bowl']","experimental_trial","","bowl_glass_original","list4"
"['no']",5.34595,"","['green']","['plastic']",33,NA,"[2626, 'no']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_plastic_green","list4"
"['yes']",5.34595,"","['green']","['plastic']",33,NA,"[1535, 'yes']","['color']","['green']","['spoon']","experimental_trial","","spoon_plastic_green","list4"
"['no']",5.34595,"","['blue']","['plastic']",33,NA,"[1656, 'no']","['color']","['green']","['spoon']","experimental_trial","","spoon_plastic_blue","list4"
"['yes']",5.34595,"","['clear']","['glass']",33,NA,"[2231, 'yes']","['color']","['clear']","['pitcher']","experimental_trial","","pitcher_glass_original","list4"
"['no']",5.34595,"","['green']","['glass']",33,NA,"[2121, 'no']","['material']","['plastic']","['bowl']","experimental_trial","","bowl_glass_green","list4"
"['no']",5.34595,"","['green']","['plastic']",33,NA,"[3127, 'no']","['color']","['blue']","['plate']","experimental_trial","","plate_plastic_green","list4"
"['no']",5.34595,"","['clear']","['plastic']",33,NA,"[2800, 'no']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_plastic_original","list4"
"['no']",5.34595,"","['blue']","['plastic']",33,NA,"[2096, 'no']","['color']","['black']","['bottle']","experimental_trial","","bottle_plastic_blue","list4"
"['yes']",5.34595,"","['green']","['rubber']",33,NA,"[2570, 'yes']","['material']","['rubber']","['boot']","experimental_trial","","boot_rubber_original","list4"
"['yes']",5.34595,"","['blue']","['plastic']",33,NA,"[2486, 'yes']","['color']","['blue']","['cup']","experimental_trial","","cup_plastic_blue","list4"
"['no']",5.34595,"","['brown']","['rubber']",33,NA,"[2584, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_rubber_brown","list4"
"['no']",5.34595,"","['green']","['wood']",33,NA,"[4400, 'no']","['color']","['blue']","['chair']","experimental_trial","","chair_wood_green","list4"
"['yes']",5.34595,"","['green']","['metal']",33,NA,"[3424, 'yes']","['material']","['metal']","['bowl']","experimental_trial","","bowl_metal_green","list4"
"['no']",5.34595,"","['blue']","['paper']",33,NA,"[2488, 'no']","['material']","['canvas']","['bag']","experimental_trial","","bag_paper_blue","list4"
"['no']",5.34595,"","['green']","['wood']",33,NA,"[3769, 'yes']","['material']","['metal']","['spoon']","experimental_trial","","spoon_wood_green","list4"
"['no']",5.34595,"","['brown']","['metal']",33,NA,"[3200, 'no']","['material']","['wood']","['chair']","experimental_trial","","chair_metal_original","list4"
"['yes']",5.34595,"","['clear']","['plastic']",33,NA,"[3560, 'yes']","['material']","['plastic']","['cup']","experimental_trial","","cup_plastic_original","list4"
"['no']",5.34595,"","['green']","['metal']",33,NA,"[2879, 'no']","['color']","['white']","['chair']","experimental_trial","","chair_metal_green","list4"
"['no']",5.34595,"","['blue']","['metal']",33,NA,"[2737, 'no']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_metal_blue","list4"
"['yes']",5.34595,"","['blue']","['paper']",33,NA,"[2759, 'yes']","['color']","['blue']","['plate']","experimental_trial","","plate_paper_blue","list4"
"['no']",5.34595,"","['purple']","['denim']",33,NA,"[2464, 'no']","['material']","['canvas']","['jacket']","experimental_trial","","jacket_denim_purple","list4"
"['yes']",5.34595,"","['brown']","['wood']",33,NA,"[2655, 'yes']","['material']","['wood']","['chair']","experimental_trial","","chair_wood_original","list4"
"['no']",5.34595,"","['blue']","['cardboard']",33,NA,"[2616, 'no']","['color']","['red']","['box']","experimental_trial","","box_cardboard_blue","list4"
"['yes']",5.34595,"","['brown']","['wood']",33,NA,"[2074, 'yes']","['material']","['wood']","['box']","experimental_trial","","box_wood_original","list4"
"['yes']",5.34595,"","['blue']","['metal']",33,NA,"[3158, 'yes']","['material']","['metal']","['table']","experimental_trial","","table_metal_blue","list4"
"['no']",5.34595,"","['green']","['metal']",33,NA,"[4129, 'no']","['color']","['red']","['spoon']","experimental_trial","","spoon_metal_green","list4"
"['no']",5.34595,"","['green']","['rubber']",33,NA,"[3711, 'no']","['color']","['purple']","['boot']","experimental_trial","","boot_rubber_green","list4"
"['no']",5.34595,"","['white']","['paper']",33,NA,"[4215, 'yes']","['color']","['green']","['plate']","experimental_trial","","plate_paper_original","list4"
"['yes']",5.34595,"","['blue']","['denim']",33,NA,"[2385, 'yes']","['color']","['blue']","['jacket']","experimental_trial","","jacket_denim_original","list4"
"['yes']",5.34595,"","['brown']","['wood']",33,NA,"[2551, 'yes']","['color']","['brown']","['spoon']","experimental_trial","","spoon_wood_original","list4"
"['no']",5.34595,"","['silver']","['metal']",33,NA,"[3779, 'no']","['material']","['wood']","['spoon']","experimental_trial","","spoon_metal_original","list4"
"['no']",5.34595,"","['silver']","['metal']",33,NA,"[3869, 'no']","['material']","['plastic']","['bowl']","experimental_trial","","bowl_metal_original","list4"
"['yes']",5.34595,"","['blue']","['plastic']",33,NA,"[2106, 'yes']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_plastic_blue","list4"
"",5.14391666666667,"bot_check","","",34,0,"Sarah","","","","1","Sarah","","list4"
"['no']",5.14391666666667,"","['silver']","['metal']",34,NA,"[2837, 'no']","['material']","['glass']","['ball']","practice_trial","","ball_metal_original","list4"
"['yes']",5.14391666666667,"","['yellow']","['wood']",34,NA,"[2641, 'yes']","['color']","['yellow']","['door']","practice_trial","","door_wood_yellow","list4"
"['no']",5.14391666666667,"","['blue']","['metal']",34,NA,"[3329, 'no']","['color']","['red']","['bag']","practice_trial","","ruler_metal_blue","list4"
"['yes']",5.14391666666667,"","['red']","['plastic']",34,NA,"[3350, 'yes']","['material']","['plastic']","['ball']","practice_trial","","ball_plastic_red","list4"
"['yes']",5.14391666666667,"","['brown']","['wood']",34,NA,"[2429, 'yes']","['material']","['wood']","['chair']","experimental_trial","","chair_wood_original","list4"
"['yes']",5.14391666666667,"","['green']","['wood']",34,NA,"[3951, 'yes']","['color']","['green']","['table']","experimental_trial","","table_wood_green","list4"
"['no']",5.14391666666667,"","['blue']","['metal']",34,NA,"[2886, 'no']","['material']","['paper']","['cup']","experimental_trial","","cup_metal_blue","list4"
"['yes']",5.14391666666667,"","['blue']","['paper']",34,NA,"[3889, 'yes']","['color']","['blue']","['plate']","experimental_trial","","plate_paper_blue","list4"
"['no']",5.14391666666667,"","['green']","['plastic']",34,NA,"[3496, 'no']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_plastic_green","list4"
"['yes']",5.14391666666667,"","['green']","['wood']",34,NA,"[2799, 'yes']","['color']","['green']","['box']","experimental_trial","","box_wood_green","list4"
"['yes']",5.14391666666667,"","['blue']","['plastic']",34,NA,"[2447, 'yes']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_plastic_blue","list4"
"['no']",5.14391666666667,"","['purple']","['leather']",34,NA,"[2983, 'yes']","['material']","['denim']","['jacket']","experimental_trial","","jacket_leather_purple","list4"
"['yes']",5.14391666666667,"","['brown']","['leather']",34,NA,"[2670, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_leather_brown","list4"
"['no']",5.14391666666667,"","['clear']","['plastic']",34,NA,"[2241, 'no']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_plastic_original","list4"
"['yes']",5.14391666666667,"","['brown']","['cardboard']",34,NA,"[2986, 'yes']","['material']","['cardboard']","['box']","experimental_trial","","box_cardboard_original","list4"
"['no']",5.14391666666667,"","['green']","['rubber']",34,NA,"[2700, 'no']","['color']","['purple']","['boot']","experimental_trial","","boot_rubber_green","list4"
"['yes']",5.14391666666667,"","['clear']","['glass']",34,NA,"[2831, 'yes']","['material']","['glass']","['bottle']","experimental_trial","","bottle_glass_original","list4"
"['no']",5.14391666666667,"","['green']","['metal']",34,NA,"[2929, 'yes']","['material']","['plastic']","['table']","experimental_trial","","table_metal_green","list4"
"['yes']",5.14391666666667,"","['brown']","['wood']",34,NA,"[2486, 'yes']","['color']","['brown']","['spoon']","experimental_trial","","spoon_wood_original","list4"
"['yes']",5.14391666666667,"","['green']","['plastic']",34,NA,"[2431, 'yes']","['color']","['green']","['spoon']","experimental_trial","","spoon_plastic_green","list4"
"['no']",5.14391666666667,"","['brown']","['paper']",34,NA,"[2585, 'no']","['color']","['blue']","['bag']","experimental_trial","","bag_paper_original","list4"
"['no']",5.14391666666667,"","['blue']","['wood']",34,NA,"[2974, 'no']","['material']","['metal']","['box']","experimental_trial","","box_wood_blue","list4"
"['no']",5.14391666666667,"","['brown']","['rubber']",34,NA,"[2703, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_rubber_brown","list4"
"['no']",5.14391666666667,"","['blue']","['glass']",34,NA,"[3137, 'no']","['color']","['red']","['bowl']","experimental_trial","","bowl_glass_blue","list4"
"['no']",5.14391666666667,"","['purple']","['wood']",34,NA,"[2976, 'no']","['material']","['plastic']","['chair']","experimental_trial","","chair_wood_purple","list4"
"['no']",5.14391666666667,"","['green']","['metal']",34,NA,"[2404, 'no']","['color']","['black']","['pitcher']","experimental_trial","","pitcher_metal_green","list4"
"['yes']",5.14391666666667,"","['clear']","['plastic']",34,NA,"[6423, 'no']","['color']","['clear']","['bottle']","experimental_trial","","bottle_plastic_original","list4"
"['no']",5.14391666666667,"","['white']","['paper']",34,NA,"[2328, 'no']","['color']","['green']","['plate']","experimental_trial","","plate_paper_original","list4"
"['no']",5.14391666666667,"","['green']","['plastic']",34,NA,"[3322, 'no']","['material']","['paper']","['bag']","experimental_trial","","bag_plastic_green","list4"
"['yes']",5.14391666666667,"","['clear']","['plastic']",34,NA,"[2390, 'yes']","['material']","['plastic']","['cup']","experimental_trial","","cup_plastic_original","list4"
"['yes']",5.14391666666667,"","['green']","['rubber']",34,NA,"[2248, 'no']","['material']","['rubber']","['boot']","experimental_trial","","boot_rubber_original","list4"
"['no']",5.14391666666667,"","['blue']","['plastic']",34,NA,"[3559, 'no']","['material']","['metal']","['chair']","experimental_trial","","chair_plastic_original","list4"
"['yes']",5.14391666666667,"","['clear']","['glass']",34,NA,"[3320, 'yes']","['material']","['glass']","['bowl']","experimental_trial","","bowl_glass_original","list4"
"['yes']",5.14391666666667,"","['clear']","['glass']",34,NA,"[3326, 'yes']","['color']","['clear']","['pitcher']","experimental_trial","","pitcher_glass_original","list4"
"['yes']",5.14391666666667,"","['blue']","['metal']",34,NA,"[2262, 'yes']","['color']","['blue']","['bowl']","experimental_trial","","bowl_metal_blue","list4"
"['yes']",5.14391666666667,"","['blue']","['metal']",34,NA,"[3449, 'yes']","['material']","['metal']","['table']","experimental_trial","","table_metal_blue","list4"
"['yes']",5.14391666666667,"","['black']","['leather']",34,NA,"[2515, 'yes']","['color']","['black']","['jacket']","experimental_trial","","jacket_leather_original","list4"
"['yes']",5.14391666666667,"","['blue']","['wood']",34,NA,"[3474, 'yes']","['material']","['wood']","['table']","experimental_trial","","table_wood_blue","list4"
"['no']",5.14391666666667,"","['silver']","['metal']",34,NA,"[4644, 'no']","['material']","['plastic']","['bowl']","experimental_trial","","bowl_metal_original","list4"
"['no']",5.14391666666667,"","['green']","['plastic']",34,NA,"[3177, 'no']","['color']","['blue']","['plate']","experimental_trial","","plate_plastic_green","list4"
"['no']",5.14391666666667,"","['silver']","['metal']",34,NA,"[1400, 'no']","['color']","['purple']","['table']","experimental_trial","","table_metal_original","list4"
"['no']",5.14391666666667,"","['silver']","['metal']",34,NA,"[3048, 'no']","['color']","['red']","['cup']","experimental_trial","","cup_metal_original","list4"
"['yes']",5.14391666666667,"","['white']","['plastic']",34,NA,"[2424, 'yes']","['color']","['white']","['bag']","experimental_trial","","bag_plastic_original","list4"
"['yes']",5.14391666666667,"","['blue']","['glass']",34,NA,"[2375, 'yes']","['color']","['blue']","['bottle']","experimental_trial","","bottle_glass_blue","list4"
"['yes']",5.14391666666667,"","['green']","['leather']",34,NA,"[2562, 'yes']","['material']","['leather']","['jacket']","experimental_trial","","jacket_leather_green","list4"
"['yes']",5.14391666666667,"","['purple']","['plastic']",34,NA,"[2503, 'yes']","['color']","['purple']","['chair']","experimental_trial","","chair_plastic_purple","list4"
"['yes']",5.14391666666667,"","['blue']","['plastic']",34,NA,"[3489, 'yes']","['material']","['plastic']","['bag']","experimental_trial","","bag_plastic_blue","list4"
"['no']",5.14391666666667,"","['blue']","['wood']",34,NA,"[3101, 'no']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_blue","list4"
"['yes']",5.14391666666667,"","['white']","['plastic']",34,NA,"[2681, 'yes']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_plastic_original","list4"
"['yes']",5.14391666666667,"","['brown']","['wood']",34,NA,"[2278, 'yes']","['material']","['wood']","['box']","experimental_trial","","box_wood_original","list4"
"['no']",5.14391666666667,"","['green']","['metal']",34,NA,"[2236, 'no']","['color']","['red']","['spoon']","experimental_trial","","spoon_metal_green","list4"
"['no']",5.14391666666667,"","['brown']","['metal']",34,NA,"[2702, 'no']","['material']","['wood']","['chair']","experimental_trial","","chair_metal_original","list4"
"['no']",5.14391666666667,"","['blue']","['cardboard']",34,NA,"[2410, 'no']","['color']","['red']","['box']","experimental_trial","","box_cardboard_blue","list4"
"['yes']",5.14391666666667,"","['brown']","['wood']",34,NA,"[2335, 'yes']","['material']","['wood']","['table']","experimental_trial","","table_wood_original","list4"
"['yes']",5.14391666666667,"","['green']","['plastic']",34,NA,"[2551, 'yes']","['material']","['plastic']","['chair']","experimental_trial","","chair_plastic_green","list4"
"['no']",5.14391666666667,"","['green']","['plastic']",34,NA,"[2577, 'no']","['material']","['metal']","['cup']","experimental_trial","","cup_plastic_green","list4"
"['no']",5.14391666666667,"","['purple']","['denim']",34,NA,"[2962, 'yes']","['material']","['canvas']","['jacket']","experimental_trial","","jacket_denim_purple","list4"
"['yes']",5.14391666666667,"","['silver']","['metal']",34,NA,"[3732, 'yes']","['material']","['metal']","['pitcher']","experimental_trial","","pitcher_metal_original","list4"
"['no']",5.14391666666667,"","['blue']","['plastic']",34,NA,"[2344, 'no']","['color']","['black']","['bottle']","experimental_trial","","bottle_plastic_blue","list4"
"['yes']",5.14391666666667,"","['purple']","['metal']",34,NA,"[2393, 'yes']","['color']","['purple']","['chair']","experimental_trial","","chair_metal_purple","list4"
"['no']",5.14391666666667,"","['green']","['glass']",34,NA,"[2654, 'yes']","['material']","['plastic']","['bottle']","experimental_trial","","bottle_glass_green","list4"
"['no']",5.14391666666667,"","['green']","['metal']",34,NA,"[2312, 'no']","['color']","['white']","['chair']","experimental_trial","","chair_metal_green","list4"
"['yes']",5.14391666666667,"","['green']","['paper']",34,NA,"[2279, 'yes']","['color']","['green']","['bag']","experimental_trial","","bag_paper_green","list4"
"['no']",5.14391666666667,"","['green']","['denim']",34,NA,"[2352, 'no']","['color']","['purple']","['jacket']","experimental_trial","","jacket_denim_green","list4"
"['no']",5.14391666666667,"","['blue']","['plastic']",34,NA,"[2735, 'no']","['color']","['green']","['spoon']","experimental_trial","","spoon_plastic_blue","list4"
"['no']",5.14391666666667,"","['green']","['glass']",34,NA,"[2797, 'no']","['color']","['white']","['pitcher']","experimental_trial","","pitcher_glass_green","list4"
"['no']",5.14391666666667,"","['green']","['plastic']",34,NA,"[2290, 'no']","['material']","['metal']","['bottle']","experimental_trial","","bottle_plastic_green","list4"
"['yes']",5.14391666666667,"","['green']","['metal']",34,NA,"[2628, 'yes']","['material']","['metal']","['cup']","experimental_trial","","cup_metal_green","list4"
"['no']",5.14391666666667,"","['pink']","['plastic']",34,NA,"[3135, 'no']","['color']","['white']","['plate']","experimental_trial","","plate_plastic_pink","list4"
"['yes']",5.14391666666667,"","['blue']","['glass']",34,NA,"[2330, 'yes']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_glass_blue","list4"
"['yes']",5.14391666666667,"","['green']","['metal']",34,NA,"[2356, 'yes']","['material']","['metal']","['bowl']","experimental_trial","","bowl_metal_green","list4"
"['no']",5.14391666666667,"","['blue']","['paper']",34,NA,"[2136, 'no']","['material']","['canvas']","['bag']","experimental_trial","","bag_paper_blue","list4"
"['yes']",5.14391666666667,"","['blue']","['plastic']",34,NA,"[3007, 'yes']","['color']","['blue']","['cup']","experimental_trial","","cup_plastic_blue","list4"
"['yes']",5.14391666666667,"","['blue']","['metal']",34,NA,"[2207, 'yes']","['material']","['metal']","['spoon']","experimental_trial","","spoon_metal_blue","list4"
"['yes']",5.14391666666667,"","['green']","['cardboard']",34,NA,"[2920, 'yes']","['color']","['green']","['box']","experimental_trial","","box_cardboard_green","list4"
"['no']",5.14391666666667,"","['green']","['glass']",34,NA,"[3711, 'yes']","['material']","['plastic']","['bowl']","experimental_trial","","bowl_glass_green","list4"
"['no']",5.14391666666667,"","['silver']","['metal']",34,NA,"[2231, 'no']","['material']","['wood']","['spoon']","experimental_trial","","spoon_metal_original","list4"
"['no']",5.14391666666667,"","['green']","['wood']",34,NA,"[2783, 'no']","['material']","['metal']","['spoon']","experimental_trial","","spoon_wood_green","list4"
"['yes']",5.14391666666667,"","['green']","['paper']",34,NA,"[2359, 'no']","['material']","['paper']","['plate']","experimental_trial","","plate_paper_green","list4"
"['no']",5.14391666666667,"","['green']","['wood']",34,NA,"[2375, 'no']","['color']","['blue']","['chair']","experimental_trial","","chair_wood_green","list4"
"['no']",5.14391666666667,"","['blue']","['metal']",34,NA,"[2407, 'no']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_metal_blue","list4"
"['yes']",5.14391666666667,"","['black']","['leather']",34,NA,"[2451, 'yes']","['color']","['black']","['boot']","experimental_trial","","boot_leather_original","list4"
"['no']",5.14391666666667,"","['green']","['leather']",34,NA,"[3205, 'no']","['color']","['red']","['boot']","experimental_trial","","boot_leather_green","list4"
"['yes']",5.14391666666667,"","['blue']","['denim']",34,NA,"[2710, 'yes']","['color']","['blue']","['jacket']","experimental_trial","","jacket_denim_original","list4"
"['yes']",5.14391666666667,"","['blue']","['plastic']",34,NA,"[2425, 'yes']","['color']","['blue']","['plate']","experimental_trial","","plate_plastic_original","list4"
"",3.95803333333333,"bot_check","","",35,0,"Linda","","","","1","Linda","","list4"
"['no']",3.95803333333333,"","['silver']","['metal']",35,NA,"[2579, 'no']","['material']","['glass']","['ball']","practice_trial","","ball_metal_original","list4"
"['yes']",3.95803333333333,"","['yellow']","['wood']",35,NA,"[3306, 'yes']","['color']","['yellow']","['door']","practice_trial","","door_wood_yellow","list4"
"['no']",3.95803333333333,"","['blue']","['metal']",35,NA,"[2274, 'no']","['color']","['red']","['bag']","practice_trial","","ruler_metal_blue","list4"
"['yes']",3.95803333333333,"","['red']","['plastic']",35,NA,"[2910, 'no']","['material']","['plastic']","['ball']","practice_trial","","ball_plastic_red","list4"
"['no']",3.95803333333333,"","['green']","['metal']",35,NA,"[3053, 'no']","['color']","['black']","['pitcher']","experimental_trial","","pitcher_metal_green","list4"
"['yes']",3.95803333333333,"","['silver']","['metal']",35,NA,"[2838, 'yes']","['material']","['metal']","['pitcher']","experimental_trial","","pitcher_metal_original","list4"
"['yes']",3.95803333333333,"","['green']","['paper']",35,NA,"[3089, 'yes']","['material']","['paper']","['plate']","experimental_trial","","plate_paper_green","list4"
"['no']",3.95803333333333,"","['pink']","['plastic']",35,NA,"[2619, 'no']","['color']","['white']","['plate']","experimental_trial","","plate_plastic_pink","list4"
"['yes']",3.95803333333333,"","['green']","['metal']",35,NA,"[2316, 'yes']","['material']","['metal']","['bowl']","experimental_trial","","bowl_metal_green","list4"
"['no']",3.95803333333333,"","['blue']","['metal']",35,NA,"[3067, 'no']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_metal_blue","list4"
"['yes']",3.95803333333333,"","['brown']","['wood']",35,NA,"[2944, 'yes']","['color']","['brown']","['spoon']","experimental_trial","","spoon_wood_original","list4"
"['no']",3.95803333333333,"","['silver']","['metal']",35,NA,"[2597, 'no']","['material']","['wood']","['spoon']","experimental_trial","","spoon_metal_original","list4"
"['yes']",3.95803333333333,"","['purple']","['plastic']",35,NA,"[2296, 'yes']","['color']","['purple']","['chair']","experimental_trial","","chair_plastic_purple","list4"
"['no']",3.95803333333333,"","['green']","['plastic']",35,NA,"[2153, 'no']","['material']","['metal']","['bottle']","experimental_trial","","bottle_plastic_green","list4"
"['yes']",3.95803333333333,"","['clear']","['glass']",35,NA,"[2005, 'yes']","['material']","['glass']","['bottle']","experimental_trial","","bottle_glass_original","list4"
"['no']",3.95803333333333,"","['green']","['wood']",35,NA,"[2110, 'no']","['material']","['metal']","['spoon']","experimental_trial","","spoon_wood_green","list4"
"['no']",3.95803333333333,"","['purple']","['denim']",35,NA,"[1992, 'no']","['material']","['canvas']","['jacket']","experimental_trial","","jacket_denim_purple","list4"
"['yes']",3.95803333333333,"","['white']","['plastic']",35,NA,"[1765, 'yes']","['color']","['white']","['bag']","experimental_trial","","bag_plastic_original","list4"
"['yes']",3.95803333333333,"","['white']","['plastic']",35,NA,"[2474, 'yes']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_plastic_original","list4"
"['no']",3.95803333333333,"","['green']","['rubber']",35,NA,"[2377, 'no']","['color']","['purple']","['boot']","experimental_trial","","boot_rubber_green","list4"
"['no']",3.95803333333333,"","['blue']","['wood']",35,NA,"[3290, 'yes']","['material']","['metal']","['box']","experimental_trial","","box_wood_blue","list4"
"['no']",3.95803333333333,"","['green']","['plastic']",35,NA,"[2225, 'no']","['material']","['metal']","['cup']","experimental_trial","","cup_plastic_green","list4"
"['yes']",3.95803333333333,"","['blue']","['plastic']",35,NA,"[2222, 'yes']","['color']","['blue']","['cup']","experimental_trial","","cup_plastic_blue","list4"
"['yes']",3.95803333333333,"","['blue']","['glass']",35,NA,"[1803, 'yes']","['color']","['blue']","['bottle']","experimental_trial","","bottle_glass_blue","list4"
"['yes']",3.95803333333333,"","['blue']","['metal']",35,NA,"[2013, 'yes']","['color']","['blue']","['bowl']","experimental_trial","","bowl_metal_blue","list4"
"['yes']",3.95803333333333,"","['blue']","['metal']",35,NA,"[2420, 'no']","['material']","['metal']","['table']","experimental_trial","","table_metal_blue","list4"
