"","rowNum","gameid","roundNum","trialType","targetName","competitorName","notCompetitorName","speakerMessages","UtteranceType","SufficientProperty","RedundantProperty","RedExp3Cat","RedExp2Cat","redundant","clickedobject","clickedcolor","clickedmaterial","clickedoriginal","onlyColorMention","onlyMaterialMention","colormaterialMention","objnameMention","oneMention","theMention","article_Mention","ctrialType"
"370",370,"7576-4",20,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"371",371,"7576-4",21,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","green bottle with grey metal lid thing","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,1,1,1,0.515895953757225
"372",372,"7576-4",22,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_clear_original","blue metallic vase","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,0,0,1,1,0.515895953757225
"373",373,"7576-4",24,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","darker blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"374",374,"7576-4",26,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_green","larger blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"375",375,"7576-4",30,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","purple jean jacket___like a denim jacket","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,1,0,1,1,0.515895953757225
"376",376,"7576-4",31,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","green plastic cup","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"377",377,"7576-4",32,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","bblue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"378",378,"3231-a",2,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","it's a blue disposable plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"379",379,"3231-a",3,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","it's a long blue table with bars on the bottom","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"380",380,"3231-a",5,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","it's a darker blue plastic plate","color and material","material","color redundant","redundant","redundant",1,"plate","blue","plastic","original",0,0,1,1,0,1,1,0.515895953757225
"381",381,"3231-a",11,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","it's a blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"382",382,"3231-a",13,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","a purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"383",383,"3231-a",15,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","a green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"384",384,"3231-a",16,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","a grey table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"385",385,"3231-a",21,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","a green glass bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"386",386,"3231-a",22,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","a plastic cup","only material","material","color redundant","minimal","not_redundant",0,"cup","green","plastic",NA,0,1,0,1,0,1,1,0.515895953757225
"387",387,"3231-a",23,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","a lighter blue plate ","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"388",388,"3231-a",24,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_blue","a plastic green bottle ","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"389",389,"3231-a",27,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_white_original","a metallic blue pitcher","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,1,0,1,1,0.515895953757225
"390",390,"3231-a",28,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","a green shoe","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,1,1,-0.484104046242775
"391",391,"3231-a",29,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","a green wooden spoon","color and material","color","material redundant","redundant","redundant",1,"spoon","green","wood",NA,0,0,1,1,0,1,1,-0.484104046242775
"392",392,"3231-a",31,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","a purple denim shirt","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,0,0,1,1,0.515895953757225
"393",393,"3231-a",32,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","a green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"394",394,"5639-3",5,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","folding table___gray","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"395",395,"5639-3",6,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","light blue plate___it looks like paper","color and material","material","color redundant","redundant","redundant",1,"plate","blue","paper",NA,0,0,1,1,0,1,1,0.515895953757225
"396",396,"5639-3",10,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue folding table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"397",397,"5639-3",12,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","greenish folding table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"398",398,"5639-3",13,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","purple denim jacket","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,1,0,1,1,0.515895953757225
"399",399,"5639-3",15,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","blue folding table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"400",400,"5639-3",20,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_blue","green plastic bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"401",401,"5639-3",21,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","green glass bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"402",402,"5639-3",22,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","green metal chair","color and material","color","material redundant","redundant","redundant",1,"chair","green","metal",NA,0,0,1,1,0,1,1,-0.484104046242775
"403",403,"5639-3",23,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue paper plate","color and material","color","material redundant","redundant","redundant",1,"plate","blue","paper",NA,0,0,1,1,0,1,1,-0.484104046242775
"404",404,"5639-3",26,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_green","blue metal pitcher","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,1,0,1,1,0.515895953757225
"405",405,"5639-3",27,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","blue plastic plate","color and material","material","color redundant","redundant","redundant",1,"plate","blue","plastic","original",0,0,1,1,0,1,1,0.515895953757225
"406",406,"5639-3",28,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","green wooden spoon","color and material","color","material redundant","redundant","redundant",1,"spoon","green","wood",NA,0,0,1,1,0,0,0,-0.484104046242775
"407",407,"5639-3",29,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple metal chair","color and material","color","material redundant","redundant","redundant",1,"chair","purple","metal",NA,0,0,1,1,0,1,1,-0.484104046242775
"408",408,"9304-4",4,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_green","shiny blue mettalic","only color","material","color redundant","underinformative","not_redundant",0,"pitcher","blue","metal",NA,1,0,0,0,0,1,1,0.515895953757225
"409",409,"9304-4",5,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","green plastic","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,0,0,1,1,0.515895953757225
"410",410,"9304-4",6,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"411",411,"9304-4",9,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","plastic green","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,0,0,1,1,0.515895953757225
"412",412,"9304-4",10,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_green","big blue","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,0.515895953757225
"413",413,"9304-4",12,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","glass green","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,0,0,1,1,0.515895953757225
"414",414,"9304-4",15,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","purple jean","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,0,0,1,1,0.515895953757225
"415",415,"9304-4",17,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","green","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"416",416,"9304-4",20,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,0,0,0,0,-0.484104046242775
"417",417,"9304-4",22,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,-0.484104046242775
"418",418,"9304-4",23,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","grey","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,0,0,0,0,-0.484104046242775
"419",419,"9304-4",26,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"420",420,"9304-4",28,"high_difficulty","boot_leather_green","boot_leather_brown","boot_rubber_brown","green","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,0,0,-0.484104046242775
"421",421,"9304-4",29,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","dark blue","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,0,0,1,1,0.515895953757225
"422",422,"9304-4",31,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"423",423,"9304-4",32,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","light blue","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,0.515895953757225
"424",424,"8411-d",3,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_clear_original","blue metallic pitcher","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,1,0,1,1,0.515895953757225
"425",425,"8411-d",5,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"426",426,"8411-d",6,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"427",427,"8411-d",7,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","blue paper looking plate","color and material","material","color redundant","redundant","redundant",1,"plate","blue","paper",NA,0,0,1,1,0,1,1,0.515895953757225
"428",428,"8411-d",12,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","long blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"429",429,"8411-d",13,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"430",430,"8411-d",16,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","long green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"431",431,"8411-d",17,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"432",432,"8411-d",19,"high_difficulty","boot_leather_green","boot_leather_brown","boot_rubber_brown","green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,0,0,-0.484104046242775
"433",433,"8411-d",21,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","purple denim jacket","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,1,0,1,1,0.515895953757225
"434",434,"8411-d",23,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","blue plastic plate","color and material","material","color redundant","redundant","redundant",1,"plate","blue","plastic","original",0,0,1,1,0,1,1,0.515895953757225
"435",435,"8411-d",24,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_blue","plastic bottle","only material","material","color redundant","minimal","not_redundant",0,"bottle","green","plastic",NA,0,1,0,1,0,1,1,0.515895953757225
"436",436,"8411-d",26,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"437",437,"8411-d",28,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","silver table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"438",438,"8411-d",29,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","green glass bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"439",439,"8411-d",31,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","green plastic cup","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"440",440,"2808-d",1,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","pueple steel chair ","only material","color","material redundant","underinformative","not_redundant",0,"chair","purple","metal",NA,0,1,0,1,0,1,1,-0.484104046242775
"441",441,"2808-d",4,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","green steel cap","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,0,0,1,1,0.515895953757225
"442",442,"2808-d",5,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_clear_original","blue steel glowing jug ","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,0,0,0,0,0.515895953757225
"443",443,"2808-d",6,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue steel table ","color and material","color","material redundant","redundant","redundant",1,"table","blue","metal",NA,0,0,1,1,0,1,1,-0.484104046242775
"444",444,"2808-d",7,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","glowing blue plate ","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"445",445,"2808-d",12,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","quick dude___a green steel chair","color and material","color","material redundant","redundant","redundant",1,"chair","green","metal",NA,0,0,1,1,0,1,1,-0.484104046242775
"446",446,"2808-d",13,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","a silver color steel table ","color and material","color","material redundant","redundant","redundant",1,"table","silver","metal","original",0,0,1,1,0,1,1,-0.484104046242775
"447",447,"1629-c",2,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","Hello, its the light green bottle","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","plastic",NA,1,0,0,1,0,1,1,0.515895953757225
"448",448,"1629-c",4,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,0,0,-0.484104046242775
"449",449,"1629-c",6,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_green","dark blue pitcher","only color","material","color redundant","underinformative","not_redundant",0,"pitcher","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"450",450,"1629-c",11,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"451",451,"1629-c",13,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","dark green bottle","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","glass",NA,1,0,0,1,0,1,1,0.515895953757225
"452",452,"1629-c",14,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","dark blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"453",453,"1629-c",15,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"454",454,"1629-c",16,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","grey table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"455",455,"1629-c",17,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"456",456,"1629-c",18,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"457",457,"1629-c",19,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"458",458,"1629-c",24,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","tall green glass","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,0,0,1,1,0.515895953757225
"459",459,"1629-c",28,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","light green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"460",460,"1629-c",29,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_green","long blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"461",461,"5755-4",1,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","Click on the blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"462",462,"5755-4",2,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","The long blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"463",463,"5755-4",4,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","the darker blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"464",464,"5755-4",5,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","the green chair___metal","color and material","color","material redundant","redundant","redundant",1,"chair","green","metal",NA,0,0,1,1,0,1,1,-0.484104046242775
"465",465,"5755-4",7,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","the blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"466",466,"5755-4",10,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","the denim jacket","only material","material","color redundant","minimal","not_redundant",0,"jacket","purple","denim",NA,0,1,0,1,0,1,1,0.515895953757225
"467",467,"5755-4",12,"high_difficulty","boot_leather_green","boot_leather_brown","boot_rubber_brown","the green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,1,1,-0.484104046242775
"468",468,"5755-4",15,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","the long grey table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"469",469,"5755-4",21,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","the green long table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"470",470,"5755-4",22,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","the green glass bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"471",471,"5755-4",25,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_white_original","the glass blue pitcher","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,1,0,1,1,0.515895953757225
"472",472,"5755-4",28,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","the green wooden spoon","color and material","color","material redundant","redundant","redundant",1,"spoon","green","wood",NA,0,0,1,1,0,1,1,-0.484104046242775
"473",473,"5755-4",29,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_pink","the lighter blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"474",474,"5755-4",30,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","the green plastic cup","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"475",475,"5755-4",32,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_blue","the green plastic bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"476",476,"3045-2",1,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","the green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"477",477,"3045-2",2,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","the large blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"478",478,"3045-2",4,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","purple denim jacket","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,1,0,1,1,0.515895953757225
"479",479,"3045-2",5,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"480",480,"3045-2",7,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"481",481,"3045-2",9,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green short boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,0,0,-0.484104046242775
"482",482,"3045-2",11,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","silver","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,0,0,0,0,-0.484104046242775
"483",483,"3045-2",13,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_white_original","blue metallic jug","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,0,0,1,1,0.515895953757225
"484",484,"3045-2",15,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_blue","green plastic bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"485",485,"3045-2",16,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","green metal bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"486",486,"3045-2",22,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"487",487,"3045-2",24,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","blue plate, it's the shinier one","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,1,1,1,0.515895953757225
"488",488,"3045-2",27,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","green plastic cup","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"489",489,"3045-2",30,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,-0.484104046242775
"490",490,"3045-2",31,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_pink","blue, duller plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"491",491,"3045-2",32,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"492",492,"3954-5",2,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","NOT a blue table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
