"workerid","correct_answer","feature_type","label","Answer.time_in_minutes","item","feature","slide_number_in_experiment","correct_material","correct_color","response","speaker_cond"
91,"yes","color","pitcher_glass_green",5.60678333333333,"pitcher","green","41","glass","green","[1738, 'yes']","list3"
91,"no","material","box_cardboard_green",5.60678333333333,"box","wood","42","cardboard","green","['late', 'yes']","list3"
91,"no","material","pitcher_glass_clear_original",5.60678333333333,"pitcher","plastic","43","glass","clear","['late', 'no']","list3"
91,"yes","material","bottle_plastic_green",5.60678333333333,"bottle","plastic","44","plastic","green","[1919, 'yes']","list3"
91,"no","color","table_wood_blue",5.60678333333333,"table","black","45","wood","blue","['late', 'yes']","list3"
91,"no","color","cup_metal_green",5.60678333333333,"cup","brown","46","metal","green","[1676, 'no']","list3"
91,"no","color","pitcher_glass_blue",5.60678333333333,"pitcher","green","47","glass","blue","['late', 'yes']","list3"
91,"yes","color","jacket_denim_green",5.60678333333333,"jacket","green","48","denim","green","[1795, 'no']","list3"
91,"yes","material","boot_rubber_brown",5.60678333333333,"boot","rubber","49","rubber","brown","[1479, 'no']","list3"
91,"no","material","bottle_plastic_clear_original",5.60678333333333,"bottle","rubber","50","plastic","clear","[1679, 'yes']","list3"
91,"yes","color","boot_leather_green",5.60678333333333,"boot","green","51","leather","green","[1788, 'yes']","list3"
91,"yes","color","chair_metal_green",5.60678333333333,"chair","green","52","metal","green","[1433, 'yes']","list3"
91,"no","color","chair_wood_brown_original",5.60678333333333,"chair","white","53","wood","brown","[1902, 'yes']","list3"
91,"yes","color","boot_rubber_green",5.60678333333333,"boot","green","54","rubber","green","['late', 'no']","list3"
91,"no","color","cup_plastic_clear_original",5.60678333333333,"cup","silver","55","plastic","clear","[1288, 'yes']","list3"
91,"yes","color","bowl_glass_blue",5.60678333333333,"bowl","blue","56","glass","blue","[1710, 'yes']","list3"
91,"yes","material","pitcher_metal_blue",5.60678333333333,"pitcher","metal","57","metal","blue","['late', 'yes']","list3"
91,"yes","color","plate_paper_white_original",5.60678333333333,"plate","white","58","paper","white","[1621, 'yes']","list3"
91,"yes","color","spoon_plastic_blue",5.60678333333333,"spoon","blue","59","plastic","blue","[1638, 'yes']","list3"
91,"no","material","plate_paper_blue",5.60678333333333,"plate","denim","60","paper","blue","[1582, 'no']","list3"
91,"no","material","jacket_leather_black_original",5.60678333333333,"jacket","metal","61","leather","black","['late', '']","list3"
91,"no","color","pitcher_metal_silver_original",5.60678333333333,"pitcher","green","62","metal","silver","[838, 'no']","list3"
91,"yes","material","spoon_wood_green",5.60678333333333,"spoon","wood","63","wood","green","[1925, 'no']","list3"
91,"yes","material","table_metal_green",5.60678333333333,"table","metal","64","metal","green","[2001, 'yes']","list3"
91,"yes","color","pitcher_plastic_white_original",5.60678333333333,"pitcher","white","65","plastic","white","[1470, 'yes']","list3"
91,"yes","color","spoon_metal_green",5.60678333333333,"spoon","green","66","metal","green","[1598, 'yes']","list3"
91,"yes","material","chair_plastic_blue_original",5.60678333333333,"chair","plastic","67","plastic","blue","[1650, 'yes']","list3"
91,"yes","color","table_metal_silver_original",5.60678333333333,"table","silver","68","metal","silver","['late', 'no']","list3"
91,"yes","material","pitcher_plastic_green",5.60678333333333,"pitcher","plastic","69","plastic","green","[1356, 'yes']","list3"
91,"yes","color","chair_wood_green",5.60678333333333,"chair","green","70","wood","green","[2016, 'yes']","list3"
91,"no","material","bag_plastic_white_original",5.60678333333333,"bag","glass","71","plastic","white","[1815, 'no']","list3"
91,"no","material","boot_leather_black_original",5.60678333333333,"boot","paper","72","leather","black","[1639, 'no']","list3"
91,"no","material","chair_plastic_purple",5.60678333333333,"chair","wood","73","plastic","purple","[1921, 'no']","list3"
91,"yes","material","jacket_leather_purple",5.60678333333333,"jacket","leather","74","leather","purple","['late', 'yes']","list3"
91,"yes","material","spoon_metal_silver_original",5.60678333333333,"spoon","metal","75","metal","silver","[1829, 'yes']","list3"
91,"yes","material","bag_paper_blue",5.60678333333333,"bag","paper","76","paper","blue","['late', 'no']","list3"
91,"no","color","table_metal_blue",5.60678333333333,"table","white","77","metal","blue","[1992, 'no']","list3"
91,"yes","material","chair_wood_purple",5.60678333333333,"chair","wood","78","wood","purple","['late', 'no']","list3"
91,"no","material","box_wood_green",5.60678333333333,"box","glass","79","wood","green","[1849, 'no']","list3"
91,"yes","color","spoon_wood_blue",5.60678333333333,"spoon","blue","80","wood","blue","[1700, 'no']","list3"
91,"no","color","bag_plastic_blue",5.60678333333333,"bag","yellow","81","plastic","blue","[1928, 'no']","list3"
91,"no","material","table_wood_green",5.60678333333333,"table","leather","82","wood","green","[1662, 'no']","list3"
91,"yes","material","jacket_denim_purple",5.60678333333333,"jacket","denim","83","denim","purple","[1249, 'no']","list3"
91,"yes","color","plate_plastic_green",5.60678333333333,"plate","green","84","plastic","green","[1627, 'yes']","list3"
91,"yes","color","plate_plastic_pink",5.60678333333333,"plate","pink","85","plastic","pink","[1851, 'yes']","list3"
91,"yes","color","box_cardboard_blue",5.60678333333333,"box","blue","86","cardboard","blue","[1847, 'yes']","list3"
91,"yes","material","cup_plastic_green",5.60678333333333,"cup","plastic","87","plastic","green","[1699, 'yes']","list3"
91,"no","color","spoon_plastic_white_original",5.60678333333333,"spoon","clear","88","plastic","white","[1700, 'no']","list3"
91,"no","material","spoon_plastic_green",5.60678333333333,"spoon","denim","89","plastic","green","[1561, 'yes']","list3"
91,"no","material","pitcher_plastic_blue",5.60678333333333,"pitcher","rubber","90","plastic","blue","[1590, 'no']","list3"
92,"Susan","","",4.79948333333333,"","","bot_check","","","[0, 'Susan']","list3"
92,"no","material","p_ball_metal_original",4.79948333333333,"ball","glass","practice_trial","metal","silver","['late', '']","list3"
92,"yes","color","p_door_wood_yellow",4.79948333333333,"door","yellow","practice_trial","wood","yellow","[433, 'no']","list3"
92,"no","color","p_ruler_metal_blue",4.79948333333333,"bag","red","practice_trial","metal","blue","[336, 'no']","list3"
92,"yes","material","p_ball_plastic_red",4.79948333333333,"ball","plastic","practice_trial","plastic","red","[520, 'no']","list3"
92,"yes","material","pitcher_metal_blue",4.79948333333333,"pitcher","metal","10","metal","blue","[727, 'no']","list3"
92,"yes","material","chair_wood_purple",4.79948333333333,"chair","wood","11","wood","purple","[552, 'yes']","list3"
92,"yes","material","bowl_glass_green",4.79948333333333,"bowl","glass","12","glass","green","[584, 'no']","list3"
92,"no","color","chair_plastic_green",4.79948333333333,"chair","white","13","plastic","green","[480, 'no']","list3"
92,"no","color","table_wood_brown_original",4.79948333333333,"table","green","14","wood","brown","[585, 'no']","list3"
92,"no","material","bag_plastic_white_original",4.79948333333333,"bag","leather","15","plastic","white","[1096, 'no']","list3"
92,"no","material","jacket_denim_blue_original",4.79948333333333,"jacket","metal","16","denim","blue","[735, 'yes']","list3"
92,"yes","color","bag_paper_brown_original",4.79948333333333,"bag","brown","17","paper","brown","[464, 'no']","list3"
92,"no","color","pitcher_metal_silver_original",4.79948333333333,"pitcher","clear","18","metal","silver","[368, 'yes']","list3"
92,"no","color","cup_plastic_clear_original",4.79948333333333,"cup","brown","19","plastic","clear","[296, 'yes']","list3"
92,"yes","color","boot_rubber_green",4.79948333333333,"boot","green","20","rubber","green","[473, 'yes']","list3"
92,"yes","color","boot_leather_green",4.79948333333333,"boot","green","21","leather","green","[512, 'yes']","list3"
92,"no","color","spoon_metal_blue",4.79948333333333,"spoon","purple","22","metal","blue","[607, 'yes']","list3"
92,"yes","color","chair_metal_green",4.79948333333333,"chair","green","23","metal","green","[632, 'yes']","list3"
92,"yes","material","bag_paper_blue",4.79948333333333,"bag","paper","24","paper","blue","[552, 'no']","list3"
92,"yes","color","spoon_wood_blue",4.79948333333333,"spoon","blue","25","wood","blue","[751, 'no']","list3"
92,"yes","color","pitcher_plastic_white_original",4.79948333333333,"pitcher","white","26","plastic","white","[752, 'yes']","list3"
92,"yes","color","plate_paper_white_original",4.79948333333333,"plate","white","27","paper","white","[560, 'yes']","list3"
92,"no","color","pitcher_glass_blue",4.79948333333333,"pitcher","purple","28","glass","blue","[1104, 'no']","list3"
92,"yes","color","bowl_glass_blue",4.79948333333333,"bowl","blue","29","glass","blue","[735, 'yes']","list3"
92,"yes","material","cup_metal_blue",4.79948333333333,"cup","metal","30","metal","blue","[960, 'yes']","list3"
92,"yes","material","pitcher_plastic_green",4.79948333333333,"pitcher","plastic","31","plastic","green","[712, 'no']","list3"
92,"no","material","bowl_metal_blue",4.79948333333333,"bowl","leather","32","metal","blue","[832, 'no']","list3"
92,"no","material","box_cardboard_green",4.79948333333333,"box","rubber","33","cardboard","green","[716, 'yes']","list3"
92,"no","color","bowl_metal_green",4.79948333333333,"bowl","brown","34","metal","green","[776, 'yes']","list3"
92,"no","material","plate_plastic_blue_original",4.79948333333333,"plate","glass","35","plastic","blue","[968, 'no']","list3"
92,"yes","material","box_wood_blue",4.79948333333333,"box","wood","36","wood","blue","[640, 'yes']","list3"
92,"yes","material","spoon_metal_silver_original",4.79948333333333,"spoon","metal","37","metal","silver","[431, 'yes']","list3"
92,"no","color","spoon_plastic_white_original",4.79948333333333,"spoon","purple","38","plastic","white","[416, 'yes']","list3"
92,"yes","material","table_metal_green",4.79948333333333,"table","metal","39","metal","green","[367, 'no']","list3"
92,"yes","color","bottle_plastic_blue",4.79948333333333,"bottle","blue","40","plastic","blue","[703, 'yes']","list3"
92,"yes","color","plate_plastic_pink",4.79948333333333,"plate","pink","41","plastic","pink","[959, 'yes']","list3"
92,"no","color","boot_leather_brown",4.79948333333333,"boot","white","42","leather","brown","[544, 'yes']","list3"
92,"yes","material","spoon_wood_green",4.79948333333333,"spoon","wood","43","wood","green","[927, 'no']","list3"
92,"no","color","plate_paper_green",4.79948333333333,"plate","black","44","paper","green","[840, 'no']","list3"
92,"no","material","spoon_wood_brown_original",4.79948333333333,"spoon","paper","45","wood","brown","[895, 'no']","list3"
92,"yes","material","chair_metal_silver_original",4.79948333333333,"chair","metal","46","metal","silver","[760, 'no']","list3"
92,"no","color","bag_plastic_blue",4.79948333333333,"bag","green","47","plastic","blue","[919, 'yes']","list3"
92,"no","material","spoon_plastic_green",4.79948333333333,"spoon","glass","48","plastic","green","[743, 'no']","list3"
92,"yes","material","bottle_glass_green",4.79948333333333,"bottle","glass","49","glass","green","[912, 'no']","list3"
92,"no","material","pitcher_glass_clear_original",4.79948333333333,"pitcher","denim","50","glass","clear","[776, 'no']","list3"
92,"no","color","bottle_glass_clear_original",4.79948333333333,"bottle","yellow","51","glass","clear","[888, 'yes']","list3"
92,"no","color","cup_metal_green",4.79948333333333,"cup","pink","52","metal","green","[672, 'no']","list3"
92,"yes","color","box_cardboard_blue",4.79948333333333,"box","blue","53","cardboard","blue","[553, 'no']","list3"
92,"yes","color","plate_plastic_green",4.79948333333333,"plate","green","54","plastic","green","[408, 'no']","list3"
92,"yes","material","jacket_leather_purple",4.79948333333333,"jacket","leather","55","leather","purple","[369, 'yes']","list3"
92,"yes","color","cup_metal_silver_original",4.79948333333333,"cup","silver","56","metal","silver","[447, 'no']","list3"
92,"no","color","box_cardboard_brown_original",4.79948333333333,"box","clear","57","cardboard","brown","[544, 'yes']","list3"
92,"no","color","bowl_glass_clear_original",4.79948333333333,"bowl","white","58","glass","clear","[560, 'no']","list3"
92,"yes","color","spoon_metal_green",4.79948333333333,"spoon","green","59","metal","green","[337, 'no']","list3"
92,"yes","material","chair_plastic_blue_original",4.79948333333333,"chair","plastic","60","plastic","blue","[896, 'yes']","list3"
92,"yes","material","boot_rubber_brown",4.79948333333333,"boot","rubber","61","rubber","brown","[383, 'yes']","list3"
92,"no","color","jacket_leather_green",4.79948333333333,"jacket","blue","62","leather","green","[296, 'yes']","list3"
92,"no","material","pitcher_plastic_blue",4.79948333333333,"pitcher","metal","63","plastic","blue","[320, 'yes']","list3"
92,"yes","color","pitcher_metal_green",4.79948333333333,"pitcher","green","64","metal","green","[320, 'no']","list3"
92,"no","color","chair_wood_brown_original",4.79948333333333,"chair","clear","65","wood","brown","[247, 'no']","list3"
92,"no","color","box_wood_brown_original",4.79948333333333,"box","pink","66","wood","brown","[359, 'no']","list3"
92,"no","material","table_wood_green",4.79948333333333,"table","glass","67","wood","green","[641, 'yes']","list3"
92,"yes","material","bowl_metal_silver_original",4.79948333333333,"bowl","metal","68","metal","silver","[207, 'yes']","list3"
92,"no","color","table_metal_blue",4.79948333333333,"table","red","69","metal","blue","[1016, 'yes']","list3"
92,"no","material","bottle_glass_blue",4.79948333333333,"bottle","cardboard","70","glass","blue","[1264, 'yes']","list3"
92,"no","material","bottle_plastic_clear_original",4.79948333333333,"bottle","wood","71","plastic","clear","[1057, 'no']","list3"
92,"no","material","bag_paper_green",4.79948333333333,"bag","cardboard","72","paper","green","[1096, 'no']","list3"
92,"no","color","boot_rubber_black_original",4.79948333333333,"boot","clear","73","rubber","black","[855, 'no']","list3"
92,"yes","material","jacket_denim_purple",4.79948333333333,"jacket","denim","74","denim","purple","[1079, 'yes']","list3"
92,"no","material","boot_leather_black_original",4.79948333333333,"boot","wood","75","leather","black","[1087, 'no']","list3"
92,"no","material","chair_metal_purple",4.79948333333333,"chair","glass","76","metal","purple","[768, 'no']","list3"
92,"yes","color","spoon_plastic_blue",4.79948333333333,"spoon","blue","77","plastic","blue","[1016, 'no']","list3"
92,"yes","color","pitcher_glass_green",4.79948333333333,"pitcher","green","78","glass","green","[1593, 'yes']","list3"
92,"no","material","cup_plastic_blue",4.79948333333333,"cup","glass","79","plastic","blue","[968, 'no']","list3"
92,"yes","color","table_metal_silver_original",4.79948333333333,"table","silver","80","metal","silver","[999, 'yes']","list3"
92,"yes","color","jacket_denim_green",4.79948333333333,"jacket","green","81","denim","green","[784, 'yes']","list3"
92,"yes","material","bottle_plastic_green",4.79948333333333,"bottle","plastic","82","plastic","green","[656, 'yes']","list3"
92,"no","material","jacket_leather_black_original",4.79948333333333,"jacket","denim","83","leather","black","[1024, 'no']","list3"
92,"no","material","plate_paper_blue",4.79948333333333,"plate","cardboard","84","paper","blue","[922, 'no']","list3"
92,"yes","material","bag_plastic_green",4.79948333333333,"bag","plastic","85","plastic","green","[1592, 'yes']","list3"
92,"no","material","box_wood_green",4.79948333333333,"box","glass","86","wood","green","['late', 'yes']","list3"
92,"no","color","table_wood_blue",4.79948333333333,"table","silver","87","wood","blue","[575, 'yes']","list3"
92,"yes","color","chair_wood_green",4.79948333333333,"chair","green","88","wood","green","[503, 'no']","list3"
92,"no","material","chair_plastic_purple",4.79948333333333,"chair","denim","89","plastic","purple","[360, 'yes']","list3"
92,"yes","material","cup_plastic_green",4.79948333333333,"cup","plastic","90","plastic","green","[935, 'yes']","list3"
93,"Barbara","","",5.17148333333333,"","","bot_check","","","[0, 'Barbara']","list3"
93,"no","material","p_ball_metal_original",5.17148333333333,"ball","glass","practice_trial","metal","silver","['late', 'no']","list3"
93,"yes","color","p_door_wood_yellow",5.17148333333333,"door","yellow","practice_trial","wood","yellow","[1624, 'yes']","list3"
93,"no","color","p_ruler_metal_blue",5.17148333333333,"bag","red","practice_trial","metal","blue","[1447, 'no']","list3"
93,"yes","material","p_ball_plastic_red",5.17148333333333,"ball","plastic","practice_trial","plastic","red","['late', 'yes']","list3"
93,"no","color","table_wood_brown_original",5.17148333333333,"table","white","10","wood","brown","['late', 'no']","list3"
93,"yes","material","box_wood_blue",5.17148333333333,"box","wood","11","wood","blue","[1781, 'yes']","list3"
93,"no","material","boot_leather_black_original",5.17148333333333,"boot","plastic","12","leather","black","[1661, 'no']","list3"
93,"yes","color","box_cardboard_blue",5.17148333333333,"box","blue","13","cardboard","blue","['late', 'yes']","list3"
93,"no","material","table_wood_green",5.17148333333333,"table","cardboard","14","wood","green","['late', 'no']","list3"
93,"yes","material","cup_metal_blue",5.17148333333333,"cup","metal","15","metal","blue","[1382, 'no']","list3"
93,"yes","material","pitcher_plastic_green",5.17148333333333,"pitcher","plastic","16","plastic","green","[1479, 'yes']","list3"
93,"no","material","chair_metal_purple",5.17148333333333,"chair","cardboard","17","metal","purple","[1503, 'no']","list3"
93,"yes","material","bottle_glass_green",5.17148333333333,"bottle","glass","18","glass","green","[1341, 'yes']","list3"
93,"no","color","table_wood_blue",5.17148333333333,"table","pink","19","wood","blue","[1506, 'no']","list3"
93,"yes","material","bag_paper_blue",5.17148333333333,"bag","paper","20","paper","blue","[1724, 'yes']","list3"
93,"no","color","pitcher_glass_blue",5.17148333333333,"pitcher","black","21","glass","blue","[1531, 'no']","list3"
93,"yes","color","spoon_wood_blue",5.17148333333333,"spoon","blue","22","wood","blue","['late', '']","list3"
93,"no","material","plate_paper_blue",5.17148333333333,"plate","rubber","23","paper","blue","[1909, 'no']","list3"
93,"yes","color","boot_leather_green",5.17148333333333,"boot","green","24","leather","green","[1312, 'yes']","list3"
93,"yes","color","chair_metal_green",5.17148333333333,"chair","green","25","metal","green","[1432, 'yes']","list3"
93,"yes","color","jacket_denim_green",5.17148333333333,"jacket","green","26","denim","green","[1960, 'yes']","list3"
93,"no","color","box_cardboard_brown_original",5.17148333333333,"box","black","27","cardboard","brown","[1307, 'no']","list3"
93,"yes","material","pitcher_metal_blue",5.17148333333333,"pitcher","metal","28","metal","blue","[1891, 'yes']","list3"
93,"yes","material","bowl_glass_green",5.17148333333333,"bowl","glass","29","glass","green","[1759, 'yes']","list3"
93,"yes","color","table_metal_silver_original",5.17148333333333,"table","silver","30","metal","silver","[1659, 'yes']","list3"
93,"no","color","cup_metal_green",5.17148333333333,"cup","red","31","metal","green","[1560, 'no']","list3"
93,"no","color","plate_paper_green",5.17148333333333,"plate","purple","32","paper","green","[1339, 'no']","list3"
93,"no","color","bag_plastic_blue",5.17148333333333,"bag","brown","33","plastic","blue","[1740, 'no']","list3"
93,"no","material","bottle_glass_blue",5.17148333333333,"bottle","denim","34","glass","blue","['late', 'yes']","list3"
93,"yes","material","chair_plastic_blue_original",5.17148333333333,"chair","plastic","35","plastic","blue","[1471, 'yes']","list3"
93,"yes","color","spoon_metal_green",5.17148333333333,"spoon","green","36","metal","green","[1404, 'yes']","list3"
93,"no","color","chair_wood_brown_original",5.17148333333333,"chair","green","37","wood","brown","[1359, 'no']","list3"
93,"no","color","boot_leather_brown",5.17148333333333,"boot","white","38","leather","brown","[1473, 'no']","list3"
93,"yes","color","bag_paper_brown_original",5.17148333333333,"bag","brown","39","paper","brown","[1866, 'yes']","list3"
93,"yes","material","table_metal_green",5.17148333333333,"table","metal","40","metal","green","['late', 'yes']","list3"
93,"no","material","bottle_plastic_clear_original",5.17148333333333,"bottle","denim","41","plastic","clear","[1648, 'no']","list3"
93,"yes","color","boot_rubber_green",5.17148333333333,"boot","green","42","rubber","green","[1379, 'yes']","list3"
93,"no","color","table_metal_blue",5.17148333333333,"table","silver","43","metal","blue","[1551, 'yes']","list3"
93,"yes","color","plate_plastic_pink",5.17148333333333,"plate","pink","44","plastic","pink","[1558, 'yes']","list3"
93,"no","material","box_cardboard_green",5.17148333333333,"box","denim","45","cardboard","green","[1539, 'no']","list3"
93,"yes","color","plate_plastic_green",5.17148333333333,"plate","green","46","plastic","green","[1221, 'yes']","list3"
93,"no","color","jacket_leather_green",5.17148333333333,"jacket","black","47","leather","green","[1517, 'no']","list3"
93,"yes","color","pitcher_plastic_white_original",5.17148333333333,"pitcher","white","48","plastic","white","[1267, 'yes']","list3"
93,"no","material","cup_plastic_blue",5.17148333333333,"cup","paper","49","plastic","blue","[1647, 'no']","list3"
93,"yes","color","spoon_plastic_blue",5.17148333333333,"spoon","blue","50","plastic","blue","[1601, 'yes']","list3"
93,"no","material","plate_plastic_blue_original",5.17148333333333,"plate","wood","51","plastic","blue","[1421, 'no']","list3"
93,"no","material","chair_plastic_purple",5.17148333333333,"chair","glass","52","plastic","purple","[1727, 'no']","list3"
93,"yes","material","bottle_plastic_green",5.17148333333333,"bottle","plastic","53","plastic","green","[1600, 'yes']","list3"
93,"no","material","pitcher_glass_clear_original",5.17148333333333,"pitcher","metal","54","glass","clear","[1660, 'no']","list3"
93,"yes","material","spoon_wood_green",5.17148333333333,"spoon","wood","55","wood","green","[1659, 'no']","list3"
93,"no","color","boot_rubber_black_original",5.17148333333333,"boot","red","56","rubber","black","[1819, 'no']","list3"
93,"yes","material","cup_plastic_green",5.17148333333333,"cup","plastic","57","plastic","green","[1580, 'yes']","list3"
93,"no","color","bottle_glass_clear_original",5.17148333333333,"bottle","purple","58","glass","clear","[1416, 'no']","list3"
93,"no","material","spoon_plastic_green",5.17148333333333,"spoon","denim","59","plastic","green","[1499, 'no']","list3"
93,"no","material","jacket_leather_black_original",5.17148333333333,"jacket","glass","60","leather","black","[1360, 'no']","list3"
93,"no","color","bowl_glass_clear_original",5.17148333333333,"bowl","black","61","glass","clear","[1508, 'no']","list3"
93,"yes","color","chair_wood_green",5.17148333333333,"chair","green","62","wood","green","[1530, 'yes']","list3"
93,"yes","material","chair_metal_silver_original",5.17148333333333,"chair","metal","63","metal","silver","[1259, 'yes']","list3"
93,"no","color","spoon_plastic_white_original",5.17148333333333,"spoon","green","64","plastic","white","[1578, 'no']","list3"
93,"yes","material","bowl_metal_silver_original",5.17148333333333,"bowl","metal","65","metal","silver","[1440, 'yes']","list3"
93,"no","material","box_wood_green",5.17148333333333,"box","glass","66","wood","green","[1519, 'no']","list3"
93,"yes","color","plate_paper_white_original",5.17148333333333,"plate","white","67","paper","white","[1259, 'yes']","list3"
93,"yes","material","jacket_denim_purple",5.17148333333333,"jacket","denim","68","denim","purple","[1327, 'no']","list3"
93,"yes","color","bowl_glass_blue",5.17148333333333,"bowl","blue","69","glass","blue","[1519, 'no']","list3"
93,"no","color","spoon_metal_blue",5.17148333333333,"spoon","yellow","70","metal","blue","[1221, 'no']","list3"
93,"no","material","spoon_wood_brown_original",5.17148333333333,"spoon","cardboard","71","wood","brown","[1888, 'no']","list3"
93,"yes","material","spoon_metal_silver_original",5.17148333333333,"spoon","metal","72","metal","silver","[1201, 'yes']","list3"
93,"no","color","cup_plastic_clear_original",5.17148333333333,"cup","blue","73","plastic","clear","[1527, 'no']","list3"
93,"no","material","bag_plastic_white_original",5.17148333333333,"bag","denim","74","plastic","white","[1405, 'no']","list3"
93,"no","color","bowl_metal_green",5.17148333333333,"bowl","clear","75","metal","green","[1871, 'no']","list3"
93,"no","color","chair_plastic_green",5.17148333333333,"chair","red","76","plastic","green","[1321, 'no']","list3"
93,"yes","color","pitcher_glass_green",5.17148333333333,"pitcher","green","77","glass","green","[1223, 'yes']","list3"
93,"no","color","pitcher_metal_silver_original",5.17148333333333,"pitcher","blue","78","metal","silver","[1519, 'no']","list3"
93,"no","material","pitcher_plastic_blue",5.17148333333333,"pitcher","glass","79","plastic","blue","['late', '']","list3"
93,"no","material","jacket_denim_blue_original",5.17148333333333,"jacket","metal","80","denim","blue","['late', 'no']","list3"
93,"yes","color","pitcher_metal_green",5.17148333333333,"pitcher","green","81","metal","green","[1217, 'yes']","list3"
93,"yes","material","bag_plastic_green",5.17148333333333,"bag","plastic","82","plastic","green","['late', 'no']","list3"
93,"yes","color","bottle_plastic_blue",5.17148333333333,"bottle","blue","83","plastic","blue","[1266, 'yes']","list3"
93,"yes","material","boot_rubber_brown",5.17148333333333,"boot","rubber","84","rubber","brown","[967, 'yes']","list3"
93,"yes","color","cup_metal_silver_original",5.17148333333333,"cup","silver","85","metal","silver","['late', '']","list3"
93,"yes","material","chair_wood_purple",5.17148333333333,"chair","wood","86","wood","purple","['late', '']","list3"
93,"no","material","bag_paper_green",5.17148333333333,"bag","wood","87","paper","green","[1475, 'yes']","list3"
93,"yes","material","jacket_leather_purple",5.17148333333333,"jacket","leather","88","leather","purple","[781, 'no']","list3"
93,"no","color","box_wood_brown_original",5.17148333333333,"box","blue","89","wood","brown","[880, 'yes']","list3"
93,"no","material","bowl_metal_blue",5.17148333333333,"bowl","leather","90","metal","blue","[1279, 'yes']","list3"
94,"Linda","","",2.89163333333333,"","","bot_check","","","[0, 'Linda']","list4"
94,"no","material","p_ball_metal_original",2.89163333333333,"ball","glass","practice_trial","metal","silver","[1781, 'no']","list4"
94,"yes","color","p_door_wood_yellow",2.89163333333333,"door","yellow","practice_trial","wood","yellow","[1406, 'yes']","list4"
94,"no","color","p_ruler_metal_blue",2.89163333333333,"bag","red","practice_trial","metal","blue","[1007, 'no']","list4"
94,"yes","material","p_ball_plastic_red",2.89163333333333,"ball","plastic","practice_trial","plastic","red","[941, 'yes']","list4"
94,"no","material","bowl_metal_silver_original",2.89163333333333,"bowl","wood","10","metal","silver","[961, 'no']","list4"
94,"yes","color","box_wood_green",2.89163333333333,"box","green","11","wood","green","[728, 'yes']","list4"
94,"yes","material","table_wood_brown_original",2.89163333333333,"table","wood","12","wood","brown","[789, 'yes']","list4"
94,"no","material","chair_metal_silver_original",2.89163333333333,"chair","cardboard","13","metal","silver","[815, 'no']","list4"
94,"yes","color","spoon_wood_brown_original",2.89163333333333,"spoon","brown","14","wood","brown","[714, 'yes']","list4"
94,"yes","material","box_cardboard_brown_original",2.89163333333333,"box","cardboard","15","cardboard","brown","[781, 'yes']","list4"
94,"yes","color","jacket_denim_blue_original",2.89163333333333,"jacket","blue","16","denim","blue","[888, 'yes']","list4"
94,"yes","material","jacket_leather_green",2.89163333333333,"jacket","leather","17","leather","green","[1213, 'yes']","list4"
94,"no","material","chair_wood_purple",2.89163333333333,"chair","cardboard","18","wood","purple","[1022, 'no']","list4"
94,"yes","material","chair_plastic_green",2.89163333333333,"chair","plastic","19","plastic","green","[888, 'yes']","list4"
94,"no","material","jacket_denim_purple",2.89163333333333,"jacket","rubber","20","denim","purple","[754, 'no']","list4"
94,"no","material","pitcher_metal_blue",2.89163333333333,"pitcher","paper","21","metal","blue","[982, 'no']","list4"
94,"no","color","cup_metal_silver_original",2.89163333333333,"cup","clear","22","metal","silver","[1052, 'no']","list4"
94,"no","color","chair_wood_green",2.89163333333333,"chair","black","23","wood","green","[791, 'no']","list4"
94,"yes","color","bowl_metal_blue",2.89163333333333,"bowl","blue","24","metal","blue","[684, 'yes']","list4"
94,"yes","color","plate_paper_blue",2.89163333333333,"plate","blue","25","paper","blue","[713, 'yes']","list4"
94,"no","material","spoon_metal_silver_original",2.89163333333333,"spoon","rubber","26","metal","silver","[671, 'no']","list4"
94,"no","color","boot_leather_green",2.89163333333333,"boot","white","27","leather","green","[712, 'no']","list4"
94,"yes","material","box_wood_brown_original",2.89163333333333,"box","wood","28","wood","brown","[710, 'yes']","list4"
94,"no","material","box_wood_blue",2.89163333333333,"box","glass","29","wood","blue","[756, 'no']","list4"
94,"no","material","bag_plastic_green",2.89163333333333,"bag","cardboard","30","plastic","green","[1008, 'no']","list4"
94,"yes","color","pitcher_plastic_blue",2.89163333333333,"pitcher","blue","31","plastic","blue","[797, 'yes']","list4"
94,"no","material","bowl_glass_green",2.89163333333333,"bowl","cardboard","32","glass","green","[874, 'no']","list4"
94,"no","color","bag_paper_brown_original",2.89163333333333,"bag","white","33","paper","brown","[813, 'no']","list4"
94,"yes","material","pitcher_glass_blue",2.89163333333333,"pitcher","glass","34","glass","blue","[746, 'yes']","list4"
94,"no","material","spoon_wood_green",2.89163333333333,"spoon","glass","35","wood","green","[674, 'no']","list4"
94,"yes","color","bag_paper_green",2.89163333333333,"bag","green","36","paper","green","[808, 'yes']","list4"
94,"no","color","bottle_plastic_blue",2.89163333333333,"bottle","purple","37","plastic","blue","[994, 'no']","list4"
94,"yes","color","bottle_glass_blue",2.89163333333333,"bottle","blue","38","glass","blue","[958, 'yes']","list4"
94,"no","color","jacket_denim_green",2.89163333333333,"jacket","brown","39","denim","green","[816, 'no']","list4"
94,"yes","material","boot_leather_brown",2.89163333333333,"boot","leather","40","leather","brown","[1037, 'yes']","list4"
